"gene","drug","approved","score","interaction_types","sources"
"LIF","SIMVASTATIN",TRUE,0.111435767354279,"","NCI"
"LIF","CLOMIPHENE CITRATE",TRUE,1.11435767354279,"","NCI"
"LIF","DAIDZEIN",FALSE,1.39294709192849,"","NCI"
"ITGA1","SAN-300",FALSE,26.4659947466414,"","TdgClinicalTrial"
"MERTK","UNC4203",FALSE,0.601499880605486,"inhibitor","GuideToPharmacology"
"MERTK","LDC1267",FALSE,0.801999840807314,"inhibitor","GuideToPharmacology"
"MERTK","GROWTH ARREST SPECIFIC PROTEIN 6",FALSE,0.801999840807314,"","GuideToPharmacology"
"MERTK","MERTK INHIBITOR 11",FALSE,1.20299976121097,"inhibitor","GuideToPharmacology"
"MERTK","TAMNORZATINIB",FALSE,0.801999840807314,"","TTD"
"MERTK","BELIZATINIB",FALSE,0.240599952242194,"inhibitor","GuideToPharmacology"
"MERTK","SLC-391",FALSE,0.801999840807314,"inhibitor","GuideToPharmacology"
"MERTK","ZANZALINTINIB",FALSE,0.801999840807314,"inhibitor","GuideToPharmacology"
"MERTK","DENFIVONTINIB",FALSE,1.20299976121097,"inhibitor","GuideToPharmacology"
"MERTK","SITRAVATINIB",FALSE,0.171857108744424,"inhibitor","GuideToPharmacology"
"MERTK","NINGETINIB",FALSE,0.481199904484388,"inhibitor","ChEMBL"
"MERTK","MERESTINIB",FALSE,0.267333280269105,"inhibitor","GuideToPharmacology"
"MERTK","METATINIB",FALSE,0.801999840807314,"inhibitor","GuideToPharmacology"
"MERTK","HESPERADIN",FALSE,0.0601499880605485,"inhibitor","DTC"
"MERTK","RIPK1 INHIBITOR 22B",FALSE,0.218727229311086,"inhibitor","GuideToPharmacology"
"MERTK","BMS-777607",FALSE,0.400999920403657,"inhibitor","GuideToPharmacology"
"MERTK","MK-2461",FALSE,0.343714217488849,"inhibitor","TTD; GuideToPharmacology"
"MERTK","A-910",FALSE,0.801999840807314,"inhibitor","GuideToPharmacology"
"MERTK","ADRIXETINIB",FALSE,0.801999840807314,"inhibitor","GuideToPharmacology"
"MERTK","AT9283",FALSE,0.218727229311086,"inhibitor","TALC"
"MERTK","UNC8969",FALSE,0.601499880605486,"inhibitor","GuideToPharmacology"
"MERTK","GILTERITINIB",TRUE,0.150374970151371,"inhibitor","GuideToPharmacology"
"TRAC","CLOZAPINE",TRUE,0.287673855941754,"","PharmGKB"
"TRAC","TOL-101",FALSE,3.30824934333017,"inhibitor","ChEMBL"
"TRAC","MEDI-500",FALSE,3.30824934333017,"inhibitor","ChEMBL"
"TRAC","MASLIMOMAB",FALSE,3.30824934333017,"inhibitor","ChEMBL"
"CD3G","ERTUMAXOMAB",FALSE,0.653481351768923,"","TTD"
"CD3G","TALQUETAMAB",TRUE,0.490111013826692,"binder","ChEMBL"
"CD3G","GLOFITAMAB",TRUE,0.490111013826692,"binder","ChEMBL"
"CD3G","CATUMAXOMAB",TRUE,0.980222027653384,"modulator","TdgClinicalTrial; ChEMBL"
"CD3G","MUROMONAB-CD3",TRUE,0.653481351768923,"inhibitor","TdgClinicalTrial; ChEMBL"
"CD3G","BLINATUMOMAB",TRUE,0.490111013826692,"modulator","ChEMBL"
"CD3G","SOLITOMAB",FALSE,0.490111013826692,"modulator","ChEMBL"
"CD3G","BLINATUMOMAB",TRUE,0.245055506913346,"","TdgClinicalTrial"
"CD3G","ANTI-GPA33/CD3 MONOCLONAL ANTIBODY MGD007",FALSE,0.980222027653384,"","TTD"
"CD3G","ODRONEXTAMAB",FALSE,0.490111013826692,"binder","ChEMBL"
"CD3G","FBT-A05",FALSE,0.490111013826692,"modulator","ChEMBL"
"CD3G","OTELIXIZUMAB",FALSE,0.653481351768923,"","TdgClinicalTrial"
"CD3G","SOLITOMAB",FALSE,0.490111013826692,"","TdgClinicalTrial"
"CD3G","TARLATAMAB",TRUE,0.490111013826692,"binder","ChEMBL"
"CD3G","VISILIZUMAB",FALSE,0.392088811061354,"","TdgClinicalTrial"
"CD3G","MEDI-565",FALSE,0.653481351768923,"","TTD"
"CD3G","ELRANATAMAB",TRUE,0.490111013826692,"binder","ChEMBL"
"CD3G","MOSUNETUZUMAB",TRUE,0.490111013826692,"binder","ChEMBL"
"CD3G","TEPLIZUMAB",TRUE,0.980222027653384,"","TTD"
"CD3G","IMC-GP100",FALSE,0.490111013826692,"modulator","ChEMBL"
"CD3G","ANTI-CD3 MONOCLONAL ANTIBODY",FALSE,0.653481351768923,"","TdgClinicalTrial"
"CD3G","FLOTETUZUMAB",FALSE,0.490111013826692,"binder","ChEMBL"
"CD3G","TECLISTAMAB",TRUE,0.490111013826692,"binder","ChEMBL"
"CD3G","EPCORITAMAB",TRUE,0.490111013826692,"binder","ChEMBL"
"CD3G","AFM-11",FALSE,0.980222027653384,"","TTD"
"CD3G","FORALUMAB",FALSE,1.30696270353785,"inhibitor","ChEMBL; TdgClinicalTrial"
"CD3G","TEBENTAFUSP",TRUE,0.653481351768923,"","TTD"
"ADORA3","N(6)-CYCLOHEXYLADENOSINE",FALSE,0.158954923403251,"agonist","GuideToPharmacology"
"ADORA3","MRS1093",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","CYCLOPENTYLADENOSINE",FALSE,0.20437061580418,"agonist","DTC; GuideToPharmacology"
"ADORA3","MRS1486",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","VUF8504",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","I-ABA",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","(S)-PIA",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","VANOXERINE",FALSE,0.238432385104877,"","TTD"
"ADORA3","NAMODENOSON",FALSE,0.667610678293656,"agonist; agonist","TTD; GuideToPharmacology; ChEMBL; TdgClinicalTrial; DTC"
"ADORA3","THEOPHYLLINE",TRUE,0.0476864770209754,"inhibitor","ChEMBL"
"ADORA3","CAFFEINE",TRUE,0.0280508688358679,"inhibitor; inhibitor","ChEMBL; GuideToPharmacology"
"ADORA3","MRS3558",FALSE,0.238432385104877,"agonist","GuideToPharmacology; TTD"
"ADORA3","MRS1042",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","ISTRADEFYLLINE",TRUE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","MRE 3008F20",FALSE,0.119216192552438,"inhibitor; agonist","GuideToPharmacology"
"ADORA3","VIPADENANT",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","TONAPOFYLLINE",FALSE,0.238432385104877,"inhibitor","TTD; GuideToPharmacology"
"ADORA3","MRS1476",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","VUF8507",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","MRS5151",FALSE,0.158954923403251,"agonist","GuideToPharmacology"
"ADORA3","MRS8247",FALSE,0.476864770209754,"modulator","GuideToPharmacology"
"ADORA3","2-PHENYLETHYLYL-ADENOSINE DERIVATIVE",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","[3H]PSB-11",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","CGS 15943",FALSE,0.0433513427463413,"inhibitor","GuideToPharmacology"
"ADORA3","FLAVANONE",FALSE,0.0596080962762193,"inhibitor","GuideToPharmacology"
"ADORA3","LUF7602",FALSE,0.158954923403251,"inhibitor","GuideToPharmacology"
"ADORA3","ST-1535",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","MRS928",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","[125I]AB-MECA",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","PRELADENANT",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","CHEMBL:CHEMBL382194",FALSE,0.953729540419509,"","DTC"
"ADORA3","FLAVONE",TRUE,0.0794774617016257,"inhibitor","GuideToPharmacology"
"ADORA3","HEMADO",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","MRS1177",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","CGS 21680",FALSE,0.0794774617016257,"agonist","GuideToPharmacology"
"ADORA3","LJ-4517",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","CAFFEINE CITRATE",TRUE,0.119216192552438,"inhibitor","ChEMBL"
"ADORA3","VUF5574",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","OXTRIPHYLLINE",TRUE,0.0476864770209754,"inhibitor","ChEMBL"
"ADORA3","MPC-MECA",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","DERENOFYLLINE",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","XANTHINE AMINE CONGENER",FALSE,0.0794774617016257,"inhibitor","GuideToPharmacology"
"ADORA3","SCH 58261",FALSE,0.0681235386013935,"inhibitor","GuideToPharmacology"
"ADORA3","CP608,039",FALSE,0.238432385104877,"agonist","GuideToPharmacology"
"ADORA3","MRS1088",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","PSB-10",FALSE,0.158954923403251,"inhibitor","GuideToPharmacology"
"ADORA3","COMPOUND 6C [PMID: 34435786]",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","LUF6000",FALSE,0.476864770209754,"modulator","GuideToPharmacology"
"ADORA3","MRS8054",FALSE,0.476864770209754,"modulator","GuideToPharmacology"
"ADORA3","PICLIDENOSON",FALSE,0.476864770209754,"agonist","ChEMBL"
"ADORA3","ROLOFYLLINE",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","CHROMOCARB",FALSE,0.476864770209754,"","DTC"
"ADORA3","PICLIDENOSON",FALSE,0.397387308508129,"agonist","TTD; GuideToPharmacology; DTC; TdgClinicalTrial"
"ADORA3","(R)-PIA",FALSE,0.0596080962762193,"agonist","GuideToPharmacology"
"ADORA3","PSB-11",FALSE,0.158954923403251,"inhibitor","GuideToPharmacology"
"ADORA3","MRE 2029F20",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","NECA",FALSE,0.178824288828658,"agonist","DTC; GuideToPharmacology"
"ADORA3","MRS1220",FALSE,0.0529849744677505,"inhibitor","GuideToPharmacology"
"ADORA3","MRE 3010F20",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","4-{2-[(7-AMINO-2-FURAN-2-YL[1,2,4]TRIAZOLO[1,5-A][1,3,5]TRIAZIN-5-YL)AMINO]ETHYL}PHENOL",FALSE,0.0953729540419509,"inhibitor","GuideToPharmacology"
"ADORA3","TCPA",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","MRS1097",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","NICARDIPINE",TRUE,0.0433513427463413,"inhibitor","GuideToPharmacology"
"ADORA3","THEOPHYLLINE SODIUM GLYCINATE",TRUE,0.0476864770209754,"inhibitor","ChEMBL"
"ADORA3","AB-MECA",FALSE,0.238432385104877,"agonist","GuideToPharmacology"
"ADORA3","APNEA",FALSE,0.238432385104877,"agonist","GuideToPharmacology"
"ADORA3","VISNAGIN",FALSE,0.158954923403251,"inhibitor","GuideToPharmacology"
"ADORA3","LAS38096",FALSE,0.0433513427463413,"inhibitor","GuideToPharmacology"
"ADORA3","AMINOPHYLLINE",TRUE,0.0476864770209754,"inhibitor","ChEMBL"
"ADORA3","APADENOSON",FALSE,0.158954923403251,"agonist","GuideToPharmacology"
"ADORA3","QAF805",FALSE,0.238432385104877,"inhibitor","ChEMBL"
"ADORA3","GS9667",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","MRS1523",FALSE,0.0794774617016257,"inhibitor","GuideToPharmacology"
"ADORA3","PSB1115",FALSE,0.0953729540419509,"inhibitor","GuideToPharmacology"
"ADORA3","DEXNIGULDIPINE",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","MRS1041",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","SAKURANETIN",FALSE,0.158954923403251,"inhibitor","GuideToPharmacology"
"ADORA3","MRS1186",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","REGADENOSON ANHYDROUS",TRUE,0.0953729540419509,"agonist","GuideToPharmacology"
"ADORA3","ATL802",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","I-ABOPX",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","LUF6096",FALSE,0.476864770209754,"modulator","GuideToPharmacology"
"ADORA3","KF26777",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","CVT-6883",FALSE,0.0476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","GALANGIN",FALSE,0.0596080962762193,"inhibitor","GuideToPharmacology"
"ADORA3","[3H]HEMADO",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","MRS5980",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","FK-453",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","MRS1505",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","SCH442416",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","DPCPX",FALSE,0.0953729540419509,"inhibitor","GuideToPharmacology"
"ADORA3","MRS1067",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","THEOPHYLLINE",TRUE,0.0250981458005134,"inhibitor","GuideToPharmacology"
"ADORA3","BAY 60-6583",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","BINODENOSON",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","MRS7799",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","MRS1191",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","PSB603",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","MRS5698",FALSE,0.476864770209754,"agonist","GuideToPharmacology"
"ADORA3","(R,S)-PHPNECA",FALSE,0.158954923403251,"agonist","GuideToPharmacology"
"ADORA3","PSB36",FALSE,0.158954923403251,"inhibitor","GuideToPharmacology"
"ADORA3","2-HEXYNYL-NECA",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","MSX-2",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","BW-A1433",FALSE,0.238432385104877,"inhibitor","GuideToPharmacology"
"ADORA3","CCPA",FALSE,0.119216192552438,"agonist","GuideToPharmacology"
"ADORA3","MRS1754",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","ADENOSINE",TRUE,0.0867026854926826,"agonist; agonist","ChEMBL; GuideToPharmacology"
"ADORA3","PENECA",FALSE,0.158954923403251,"agonist","GuideToPharmacology"
"ADORA3","CA200645",FALSE,0.476864770209754,"inhibitor","GuideToPharmacology"
"ADORA3","LUF5981",FALSE,0.119216192552438,"inhibitor","GuideToPharmacology"
"ADORA3","CIPARGAMIN",FALSE,0.238432385104877,"","TTD"
"HCAR3","ACIFRAN",FALSE,1.89042819618867,"agonist","GuideToPharmacology"
"HCAR3","IBC 293",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","(S)-3-PHENYLLACTIC ACID",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","3-HYDROXYOCTANOIC ACID",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","4-(N-PROPYL)AMINO-3-NITROBENZOIC ACID",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","D-TRYPTOPHAN",FALSE,1.26028546412578,"agonist","GuideToPharmacology"
"HCAR3","2-HYDROXYOCTANOIC ACID",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","D-KYNURENINE",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","COMPOUND 5B [PMID: 17358052]",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","D-PHENYLALANINE",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","5-METHYL-5-(5-METHYLTHIOPHEN-3-YL)-4-OXO-4,5-DIHYDROFURAN-2-CARBOXYLIC ACID",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"HCAR3","MEPENZOLATE",TRUE,1.26028546412578,"","TEND; TdgClinicalTrial"
"HCAR3","NIACIN",TRUE,0.504114185650312,"agonist","GuideToPharmacology; TdgClinicalTrial"
"HCAR3","COMPOUND 6O [PMID: 19524438]",FALSE,3.78085639237734,"agonist","GuideToPharmacology"
"ALOX15B","TROGLITAZONE",TRUE,0.0339307624956941,"","DTC"
"ALOX15B","PROTOPORPHYRIN",FALSE,0.0387780142807932,"","DTC"
"ALOX15B","CHEMBL:CHEMBL602807",FALSE,0.101792287487082,"","DTC"
"ALOX15B","FENTICLOR",FALSE,0.0428599105208767,"","DTC"
"ALOX15B","DIHYDROXIDINE",FALSE,0.101792287487082,"","DTC"
"ALOX15B","HINOKITIOL",FALSE,0.0542892199931105,"","DTC"
"ALOX15B","EBSELEN",FALSE,0.0232668085684759,"","DTC"
"ALOX15B","CHEMBL:CHEMBL601616",FALSE,0.271446099965552,"","DTC"
"ALOX15B","CHEMBL:CHEMBL601952",FALSE,0.0904820333218508,"","DTC"
"ALOX15B","AG879",FALSE,0.0479022529350975,"","DTC"
"ALOX15B","EMBELIN",FALSE,0.0581670214211898,"","DTC"
"ALOX15B","DIPYRIDAMOLE",TRUE,0.0159674176450325,"","DTC"
"ALOX15B","LUTEOLIN",FALSE,0.0239511264675487,"","DTC"
"ALOX15B","QUERCETIN",TRUE,0.0119755632337744,"","DTC"
"ALOX15B","ETHOPROPAZINE HYDROCHLORIDE",TRUE,0.11633404284238,"","DTC"
"ALOX15B","RABEPRAZOLE",TRUE,0.0407169149948329,"","DTC"
"ALOX15B","PHENOTHIAZINE",FALSE,0.0740307545360598,"","DTC"
"ALOX15B","CHEMBL:CHEMBL581044",FALSE,0.0904820333218508,"","DTC"
"ALOX15B","BITHIONOL",TRUE,0.0339307624956941,"","DTC"
"ALOX15B","MLS000536924",FALSE,0.814338299896657,"inhibitor","GuideToPharmacology"
"ALOX15B","HEXACHLOROPHENE",TRUE,0.019861909753577,"","DTC"
"ALOX15B","CHEMBL:CHEMBL595227",FALSE,0.0814338299896657,"","DTC"
"ALOX15B","2-APB",FALSE,0.0508961437435411,"","DTC"
"ALOX15B","SANGUINARINE SULFATE",FALSE,0.0626414076843583,"","DTC"
"ALOX15B","COMPOUND 21N [PMID: 17656086]",FALSE,0.814338299896657,"inhibitor","GuideToPharmacology"
"ALOX15B","HEXESTROL",FALSE,0.135723049982776,"","DTC"
"ALOX15B","CHEMBL:CHEMBL238624",FALSE,0.135723049982776,"","DTC"
"ALOX15B","E324",FALSE,0.0626414076843583,"","DTC"
"ALOX15B","4-CHLOROMERCURIBENZOIC ACID",FALSE,0.0290835107105949,"","DTC"
"ALOX15B","CHEMBL:CHEMBL1448292",FALSE,0.271446099965552,"","DTC"
"ALOX15B","PSEUDOCHELERYTHRINE",FALSE,0.0313207038421791,"","DTC"
"ALOX15B","RHODOMYRTOXIN B",FALSE,0.407169149948329,"","DTC"
"ALOX15B","TYRPHOSTIN 47",FALSE,0.0508961437435411,"","DTC"
"ALOX15B","CAPSAZEPINE",FALSE,0.0387780142807932,"","DTC"
"ALOX15B","CHEMBL:CHEMBL242171",FALSE,0.0814338299896657,"","DTC"
"ALOX15B","CHEMBL:CHEMBL220845",FALSE,0.0904820333218508,"","DTC"
"ALOX15B","JUGLONE",FALSE,0.0387780142807932,"","DTC"
"ALOX15B","CHELERYTHRINE",FALSE,0.0581670214211898,"","DTC"
"ALOX15B","PICEATANNOL",FALSE,0.0428599105208767,"","DTC"
"ALOX15B","N-ARACHIDONOYLGLYCINE",FALSE,0.0428599105208767,"","DTC"
"ALOX15B","AHPN",FALSE,0.11633404284238,"","DTC"
"ALOX15B","DIENESTROL",TRUE,0.11633404284238,"","DTC"
"ALOX15B","N,N'-DIPHENYL-P-PHENYLENEDIAMINE",FALSE,0.11633404284238,"","DTC"
"ALOX15B","CONGO RED FREE ACID",FALSE,0.0542892199931105,"","DTC"
"ALOX15B","GOSSYPOL",FALSE,0.0193890071403966,"","DTC"
"ALOX15B","CHEMBL:CHEMBL1091971",FALSE,0.203584574974164,"","DTC"
"ALOX15B","CHEMBL:CHEMBL457504",FALSE,0.11633404284238,"","DTC"
"ALOX15B","CHEMBL:CHEMBL1367933",FALSE,0.101792287487082,"","DTC"
"ALOX15B","HYPERICIN",FALSE,0.0814338299896657,"","DTC"
"ALOX15B","CHEMBL:CHEMBL122701",FALSE,0.11633404284238,"","DTC"
"ALOX15B","MERCURIC CHLORIDE",FALSE,0.0407169149948329,"","DTC"
"ALOX15B","LINOLENIC ACID",TRUE,0.0407169149948329,"","DTC"
"ALOX15B","TRICETIN",FALSE,0.101792287487082,"","DTC"
"ALOX15B","THIMEROSAL",FALSE,0.0354060130389851,"","DTC"
"ALOX15B","PYRITHIONE ZINC",TRUE,0.0452410166609254,"","DTC"
"ALOX15B","METAMIZOLE SODIUM",TRUE,0.271446099965552,"","DTC"
"ALOX15B","PSEUDOEPHEDRINE POLISTIREX",TRUE,0.0479022529350975,"","DTC"
"ALOX15B","BITHIONOLATE SODIUM",TRUE,0.101792287487082,"","DTC"
"ALOX15B","MASOPROCOL",TRUE,0.0173263468063119,"","DTC"
"ALOX15B","4-METHOXYDALBERGIONE",FALSE,0.0904820333218508,"","DTC"
"ALOX15B","PHENYLMERCURIC ACETATE",FALSE,0.0407169149948329,"","DTC"
"ALOX15B","TYRPHOSTIN 23",FALSE,0.0387780142807932,"","DTC"
"ALOX15B","AURINTRICARBOXYLIC ACID",FALSE,0.0262689774160212,"","DTC"
"ALOX15B","CHEMBL:CHEMBL154580",FALSE,0.0740307545360598,"","DTC"
"ALOX15B","CAFFEIC ACID PHENETHYL ESTER",FALSE,0.0581670214211898,"","DTC"
"CD14","ATIBUCLIMAB",FALSE,10.5863978986565,"antibody","GuideToPharmacology"
"CD14","LOVASTATIN",TRUE,0.58813321659203,"","NCI"
"CD14","FLUTICASONE",TRUE,1.11435767354279,"","PharmGKB"
"CD14","IC14",FALSE,31.7591936959696,"inhibitor","TdgClinicalTrial; TTD; ChEMBL"
"CD14","VB-201",FALSE,5.29319894932827,"inhibitor","ChEMBL"
"PHB2","THERAPEUTIC STEROID HORMONE",FALSE,13.2329973733207,"","NCI"
"OASL","RIBAVIRIN",TRUE,1.43059431062926,"","PharmGKB"
"OASL","PEGINTERFERON ALFA-2B",TRUE,1.70748353204138,"","PharmGKB"
"HLA-DRB5","CLOZAPINE",TRUE,0.230139084753403,"","PharmGKB"
"HLA-DRB5","AMOXICILLIN ANHYDROUS",TRUE,1.05863978986565,"","PharmGKB"
"HLA-DRB5","APOLIZUMAB",FALSE,2.64659947466414,"inhibitor","ChEMBL"
"HLA-DRB5","CLAVULANIC ACID",TRUE,1.92479961793755,"","PharmGKB"
"HLA-DRB5","CEFACLOR ANHYDROUS",TRUE,1.24545857631253,"","PharmGKB"
"HRH2","NIZATIDINE",TRUE,2.335234830586,"","TTD; TdgClinicalTrial; TEND"
"HRH2","FAMOTIDINE",TRUE,1.55682322039067,"inhibitor; inhibitor","TEND; GuideToPharmacology; TdgClinicalTrial; TTD; ChEMBL"
"HRH2","TIOTIDINE",FALSE,0.518941073463556,"inhibitor","GuideToPharmacology"
"HRH2","BETAZOLE",TRUE,4.670469661172,"","TTD; TEND; TdgClinicalTrial"
"HRH2","EPINASTINE",TRUE,1.03788214692711,"","TEND; TdgClinicalTrial"
"HRH2","RANITIDINE BISMUTH CITRATE",TRUE,1.55682322039067,"inhibitor","ChEMBL"
"HRH2","HISTAMINE",TRUE,0.141529383671879,"","TdgClinicalTrial"
"HRH2","ST-1006",FALSE,0.389205805097667,"agonist","GuideToPharmacology"
"HRH2","INCB-38579",FALSE,0.389205805097667,"inhibitor","GuideToPharmacology"
"HRH2","CIMETIDINE",TRUE,0.648676341829445,"inhibitor; inhibitor","TdgClinicalTrial; ChEMBL; GuideToPharmacology; TTD; TEND"
"HRH2","CIPROXIFAN",FALSE,0.389205805097667,"inhibitor","GuideToPharmacology"
"HRH2","ABT-239",FALSE,0.518941073463556,"inhibitor","GuideToPharmacology"
"HRH2","NIZATIDINE",TRUE,1.55682322039067,"inhibitor","ChEMBL"
"HRH2","CIMETIDINE HYDROCHLORIDE",TRUE,1.55682322039067,"inhibitor","ChEMBL"
"HRH2","AMTHAMINE",FALSE,1.55682322039067,"agonist","GuideToPharmacology"
"HRH2","EBROTIDINE",TRUE,1.55682322039067,"inhibitor","ChEMBL"
"HRH2","METHANTHELINE BROMIDE",TRUE,1.55682322039067,"inhibitor","ChEMBL"
"HRH2","UR-PG146",FALSE,0.778411610195334,"agonist","GuideToPharmacology"
"HRH2","ASENAPINE",TRUE,0.0778411610195334,"","TdgClinicalTrial"
"HRH2","DOXEPIN HYDROCHLORIDE",TRUE,0.0819380642310878,"","TdgClinicalTrial"
"HRH2","PITOLISANT",TRUE,0.311364644078134,"inhibitor","GuideToPharmacology"
"HRH2","BETAZOLE HYDROCHLORIDE",TRUE,1.55682322039067,"agonist","ChEMBL"
"HRH2","MK-0249",FALSE,0.389205805097667,"inhibitor","GuideToPharmacology"
"HRH2","OXO-ARPROMIDINE",FALSE,0.778411610195334,"agonist","GuideToPharmacology"
"HRH2","RANITIDINE HYDROCHLORIDE",TRUE,1.55682322039067,"inhibitor","ChEMBL"
"HRH2","LAFUTIDINE",FALSE,1.55682322039067,"inhibitor","ChEMBL"
"HRH2","TOLAZOLINE HYDROCHLORIDE",TRUE,0.172980357821185,"agonist","ChEMBL"
"HRH2","JNJ-39758979",FALSE,0.389205805097667,"inhibitor","GuideToPharmacology"
"HRH2","BURIMAMIDE",FALSE,0.518941073463556,"agonist","GuideToPharmacology"
"HRH2","IMPROMIDINE",FALSE,0.389205805097667,"agonist","GuideToPharmacology"
"HRH2","RANITIDINE HYDROCHLORIDE",TRUE,0.518941073463556,"inhibitor; inhibitor","TdgClinicalTrial; ChEMBL; GuideToPharmacology; TTD; TEND"
"HRH2","CONESSINE",FALSE,0.389205805097667,"inhibitor","GuideToPharmacology"
"HRH2","CLOBENPROPIT",FALSE,0.172980357821185,"inhibitor","GuideToPharmacology"
"HRH2","ARPROMIDINE",FALSE,0.778411610195334,"agonist","GuideToPharmacology"
"FCGR1A","BISPECIFIC ANTIBODY MDX447",FALSE,21.1727957973131,"","NCI"
"FCGR1A","MDX-210",FALSE,5.29319894932827,"modulator","ChEMBL"
"FCGR1A","CEP-11981",FALSE,1.17626643318406,"","DTC"
"FCGR1A","MDX-447",FALSE,5.29319894932827,"modulator","ChEMBL"
"FCGR1A","RECOMBINANT INTERFERON",FALSE,0.542892199931105,"","NCI"
"CLEC12A","TEPODITAMAB",FALSE,26.4659947466414,"antibody","GuideToPharmacology"
"FCGR3A","PREDNISOLONE",TRUE,0.145417553552975,"","NCI; PharmGKB"
"FCGR3A","AFM-13",FALSE,1.01792287487082,"","TTD"
"FCGR3A","BEMARITUZUMAB",FALSE,0.508961437435411,"binder","ChEMBL"
"FCGR3A","RITUXIMAB",TRUE,0.447886064943162,"","PharmGKB"
"FCGR3A","IBOCTADEKIN",FALSE,0.508961437435411,"","NCI"
"FCGR3A","IMMUNOTHERAPEUTIC AGENT",FALSE,0.203584574974164,"","NCI"
"FCGR3A","CIMETIDINE",TRUE,0.16965381247847,"","NCI"
