"gene","stat"
"INVS",0.592734683874046
"AC011921.1",0.592329172844785
"AP3M1",0.592174363563659
"FOXO3B",0.592139699665688
"HOMEZ",0.591766706057268
"MICU3",0.591588970344823
"ZNF579",0.591497533517502
"TERF2IP",0.591077488826894
"ZNF808",0.59105838665301
"ZNF710-AS1",0.590983004202005
"CRCP",0.590850106453717
"GOLGA8B",0.59082322633632
"CCDC90B",0.590570376380745
"AC002091.2",0.590524030589814
"PPP1CC",0.59043884192458
"IGHV2-5",0.590236443754031
"CCDC150",0.589879499791208
"CCNT2",0.589857895938265
"ITGB7",0.589776262567158
"MAPKAPK5",0.589645519897529
"ZMYM5",0.589634147595323
"ALDH9A1",0.589552163634703
"RAB18",0.589547017091321
"TMBIM6",0.589478853284866
"ZEB1-AS1",0.589213337334936
"AC023355.1",0.589195317726817
"MAP2K7",0.589153836940387
"EXOSC2",0.58902191945892
"RRAGC",0.588802937559563
"NOD1",0.588651237729851
"C2orf69",0.588472905486714
"APOA5",0.588163000646493
"ZBTB7A",0.588154778455962
"DRAIC",0.588154408019398
"ZNF770",0.587984044919734
"RECQL",0.587903365945123
"TBC1D10A",0.587651766001079
"ZBTB17",0.587311192487753
"AP001610.2",0.587304718276725
"USP45",0.587240392638882
"PGD",0.587226051782082
"KLHDC4",0.587046468134161
"SLC66A2",0.587005676133948
"PLA2G6",0.586826105504892
"MINDY2",0.586781093976619
"PSMG3",0.586757880657958
"PARP8",0.586726516181022
"KTI12",0.58667782918283
"CXCL8",0.586607585297542
"TRGV4",0.586413983754735
"ZNF22",0.586345283610382
"XRCC5",0.585983625080719
"CST7",0.585976504973928
"MYL6B",0.585860121233533
"ZNF417",0.585706549598953
"ZNF585B",0.585672216837914
"SYNPO2",0.585380299340486
"RFESD",0.585373253349531
"GTF2F2",0.585156570451271
"ZNF665",0.58512708925689
"KDM7A-DT",0.585058374557133
"SNX13",0.58500405389766
"ZNF256",0.584901670979949
"INAFM1",0.584848447301315
"COQ6",0.58446142656039
"PPP2R5C",0.584436885073504
"AC025164.1",0.584165317466252
"ZNF623",0.583962134464225
"AC016027.1",0.583934836782216
"VHL",0.583480701637268
"AP000692.1",0.583302942810619
"SMG5",0.583101689699297
"BAG1",0.582900169677241
"PRKCI",0.58286633351188
"DENND1B",0.582594667965552
"DHX40",0.582559309432311
"LIG3",0.582206596019643
"RCN2",0.582131280228715
"APPBP2",0.582050525066835
"HES6",0.581777905723212
"BICD1",0.581757278289928
"ZNF784",0.58095691366498
"SURF6",0.580806066833838
"MFSD14A",0.58045011407026
"ANKRD53",0.580272999766717
"NOL12",0.580188380898657
"MFSD3",0.57993046420878
"CORO1C",0.579560556661944
"MBTPS1",0.579517829908535
"WBP1L",0.578528291788006
"CNOT10",0.577826778130308
"ZNF608",0.577538477744269
"FMNL1",0.577528394274842
"HDAC5",0.577024696273633
"HIST1H1B",0.576906649367832
"NSUN2",0.57654156701508
"ZNF625",0.576457516048838
"ZNF571",0.576431987466168
"ADRM1",0.576416653267879
"VMAC",0.576398187252873
"DUSP16",0.576378765894549
"LTN1",0.576364245221617
"AL133163.2",0.576280995912316
"ACSBG1",0.57609634291054
"RPS6KC1",0.575994124991215
"LAX1",0.575545384547803
"PHC3",0.575404342536378
"TMEM177",0.575367076035294
"FAM214A",0.57528132445951
"GIN1",0.575092342357135
"TM2D1",0.57505080591072
"AC011611.4",0.575038402724328
"AC005837.1",0.57501106085294
"DDX39A",0.575010379718989
"YPEL2",0.574978514152164
"ARL13B",0.574794856878319
"ZNF607",0.574508164703
"MTF1",0.574420743288604
"GLB1L2",0.574317259904293
"AGA",0.573947697753614
"NIFK",0.573818773277433
"USP19",0.573654139709737
"ATP6V0A2",0.573627811283554
"COL6A1",0.573446319081111
"AL359962.2",0.573424248957838
"IFT122",0.573404942124429
"MARCH6",0.573183550871902
"THBS1",0.572909907170948
"ZNF236-DT",0.572580132099896
"NUDT19",0.572525066902061
"AQR",0.572474406618108
"RTP4",0.572448271014501
"CDC25A",0.572277935068402
"CTBP1",0.572071488809762
"FAM89B",0.571759809939093
"WNK1",0.571632113938928
"ZNF44",0.571588618184909
"TMEM167B",0.571397430049816
"RUBCN",0.571355485823987
"PARS2",0.571233199598029
"GLS",0.571044962225373
"ZMAT3",0.570801818343047
"ARHGAP35",0.570798642382006
"IGKV1-33",0.570784032540851
"AP001267.1",0.570760735241852
"SLC35C1",0.570657784606407
"NBPF3",0.570496132049437
"AK6",0.570467251874399
"SP100",0.570399146285005
"TMCC3",0.570237234241085
"SDHAF3",0.569366276001751
"AL022311.1",0.569080433773862
"TET1",0.568846181737445
"CLPP",0.568728915855806
"FAM66C",0.568718484419177
"RETREG3",0.568675583828003
"ZNF251",0.56857685774355
"TFPI",0.568483516378917
"ZFX",0.567977954694848
"NAA30",0.56732517044753
"PALB2",0.567204904490766
"NUP210",0.567148629193886
"GMDS-DT",0.566785485589223
"BCAP29",0.566658546081193
"RCOR3",0.566123429743813
"FGFR1OP2",0.566037531644347
"G6PD",0.565483239779718
"BSG",0.56540336103365
"SYNJ2",0.565375203963745
"JMJD8",0.564628704756368
"PSPC1",0.564537735701264
"WWC3",0.564431677395541
"GRB10",0.564209621264687
"USP21",0.564048702175707
"SLC25A16",0.563685068223954
"ANKIB1",0.563650552835314
"EDF1",0.563423363662074
"NES",0.563188866412033
"AL139089.1",0.562993972446645
"ITSN2",0.562810933931598
"ZSCAN21",0.562626622092675
"NBPF19",0.562603336086509
"R3HDM1",0.562389472534181
"MVB12B",0.562200275167255
"BCL7C",0.561972807667059
"ACBD7",0.561743070224755
"TRANK1",0.561631915468511
"EGLN1",0.561438024081378
"PAQR4",0.561281931338723
"CYB5B",0.561139820532142
"WDR90",0.561059599607272
"TRIP12",0.560702032598646
"CFAP43",0.560681680700837
"TNFRSF1A",0.560521571423547
"AP5Z1",0.560422265223438
"UBR3",0.560388498984498
"SNRPD2",0.560160335380529
"MAPT",0.560128202189561
"OARD1",0.56011861404517
"INTS12",0.559700195457593
"COX5B",0.559675449419043
"EIF3B",0.559550331675415
"AC099343.3",0.559139281352257
"AL049780.2",0.559091634858418
"NUS1",0.558729461276015
"NOTCH2",0.558207470088873
"SENP2",0.558129651415659
"SOCS1",0.558089399913251
"PTCD2",0.557399431286349
"SEPTIN8",0.557239089294804
"SUPV3L1",0.557226101011771
"ABHD4",0.557081018150643
"HINFP",0.556577475902107
"SPINK2",0.556498906612255
"SAA4",0.55649502656584
"DCP2",0.556270219510875
"AGGF1",0.556194985010718
"CPNE5",0.556160052323054
"WDR70",0.556137107069163
"OIP5",0.556037698405378
"ZC3H7B",0.555869155107571
"VILL",0.555660978815962
"BPTF",0.555656220788045
"TMEM44",0.555441857347812
"PALM2-AKAP2",0.555381861263093
"KIAA1324L",0.555381257939713
"SF3A2",0.555348459681747
"TRIM66",0.555346395018111
"LSM7",0.55527787853119
"PATL2",0.555169343923015
"SPC24",0.555051854876386
"PSMC5",0.554982185248896
"MDS2",0.55485457496392
"CLDN14",0.554807375780034
"MMP1",0.554737705813429
"PLEKHA8",0.554130432362993
"NCOA5",0.554044019365095
"DYNLT3",0.55398229297086
"COL5A3",0.553933816588205
"STMN3",0.553904172741983
"AURKAIP1",0.553775297889199
"STOML2",0.553752675554629
"NAA50",0.553644445282668
"FAM234B",0.553590365346513
"RBM42",0.553350578831742
"KIAA0586",0.553167665816051
"NOC3L",0.553104841339394
"DEK",0.553054535887082
"SYPL1",0.553041340525522
"AGL",0.552900987217566
"NDUFS1",0.552719096532501
"PPP1CA",0.552696089629211
"RBM25",0.552504283285307
"AP3S2",0.552240871572846
"APOL1",0.552158868307458
"HPF1",0.552129540971287
"ZNF619",0.551567878456088
"ARID3B",0.55135317070187
"TOR2A",0.551308455074059
"DMXL1",0.551259118700824
"DZANK1",0.551016913420102
"IFT57",0.550951610021907
"COX6A1",0.550934007171596
"WHAMM",0.550880796335241
"YEATS4",0.550820032022871
"LINC01841",0.550631405111848
"ZNF266",0.550512346508991
"MANEA",0.550421494444554
"NCMAP-DT",0.550414003407474
"MOSPD3",0.550313764455879
"TMSB15B",0.550296652547152
"DDX6",0.549597263751332
"TTC25",0.549181053309647
"PPP2R2A",0.548979809737857
"CRTC1",0.548883265355298
"ZNF687",0.548794563217117
"THUMPD1",0.548770727439504
"PLLP",0.548744849555116
"CRTC2",0.548566849376933
"TSTD3",0.548212404611671
"HECTD1",0.547826720991689
"ATXN2",0.547817798260717
"DPP9",0.547792273444365
"TMEM154",0.547755337450354
"MFN1",0.547256081441999
"SUZ12",0.547199531626828
"UQCR11",0.546566220929017
"AC095057.3",0.546217793473402
"SMIM13",0.546194740906848
"PIP5K1B",0.545997926000667
"HOXB-AS1",0.545535533345795
"SFXN3",0.545361359267636
"USP48",0.545265119492485
"RNASEH2C",0.545129778896413
"LUZP1",0.544972233872482
"SLC12A4",0.544908052149654
"TNRC6B",0.544832411797855
"GALNT10",0.544785345367075
"RNF7",0.544739707622483
"AC104066.4",0.544602762351786
"AREL1",0.544476142374904
"MAD2L1BP",0.544450640753268
"AC144521.1",0.544444404401639
"NUDCD2",0.544028096284597
"TRUB1",0.543616047774792
"LNPEP",0.543537723012434
"LINC01550",0.543305929139837
"TMEM267",0.543099615083591
"DDX17",0.543064604353806
"RBBP4",0.542534964177246
"NFATC2",0.542399355953211
"IKBKB",0.542361481818031
"JADE2",0.542182998105217
"BNIP1",0.541957871286488
"AC008549.2",0.541941551531435
"ACAA2",0.541871049329128
"APTR",0.541631129071033
"C7orf57",0.54148347807457
"NATD1",0.541266606170551
"RASSF8-AS1",0.541213000118752
"SELENOI",0.541032280769571
"FAT1",0.541006857562109
"STX18",0.540923419581466
"TLE3",0.540921750135028
"STK4",0.54062893633119
"Z82215.1",0.540434877688069
"AC090192.2",0.540261360956315
"A4GALT",0.54013097756965
"TSPAN3",0.540000033425869
"ILK",0.539875519242554
"REEP3",0.539672792729013
"AUP1",0.539650365474377
"RBM28",0.539182020959753
"STARD10",0.539001643047312
"AC004253.1",0.539000287715058
"RGS14",0.538266425484811
"SRSF2",0.538005712998824
"PPP1R11",0.537860325663316
"MPC2",0.537846545806484
"GNG5",0.5377875028436
"PRDM11",0.537737896798852
"UBQLN2",0.537590985179449
"ZNF408",0.537189349706658
"MAOA",0.537017475657084
"PRR14",0.536991409597147
"DPH3",0.536956988558019
"TBX20",0.536530331315973
"PPTC7",0.53634868341015
"P3H2",0.536338249746697
"FRG1",0.536225754222622
"DDX60",0.535886381204067
"CDR2",0.535840965083256
"ZNF182",0.5358253075771
"GIT2",0.535777511618319
"SPRYD4",0.535704815918538
"RIOK3",0.53550914452409
"DLG3",0.535350926558835
"APOC3",0.535238149467337
"AC080112.4",0.535072142106245
"IDH3B",0.534919121594263
"ZNF232",0.534901469419179
"EBLN2",0.534777426935986
"RAB30-DT",0.534665764538517
"RTN4R",0.534589653081666
"EIF1B",0.534496611612656
"LINC01226",0.534190739513363
"INPP5K",0.533974447898983
"GLRX2",0.533767061713591
"SHLD3",0.53376265151363
"NSMCE3",0.533740403085507
"CHUK",0.533437815991906
"VDAC3",0.533348283897691
"ZNF562",0.53316263174632
"NCBP2",0.533009655535928
"AGPS",0.532937776442993
"PHF5A",0.532873751887288
"PCED1B-AS1",0.532873118682291
"HIPK3",0.532358398823472
"ERICH5",0.531949506798638
"SEMA6C",0.53172256901173
"EID1",0.53171038569729
"ZNF780A",0.53159644952587
"ZNF518B",0.531416430376538
"C1orf112",0.531151493348943
"TMEM173",0.531117719675232
"UMPS",0.531094568977959
"KRBA2",0.530567002662604
"ITFG2",0.530504451912641
"AC110611.2",0.530429284225486
"TRAV38-1",0.530029561762025
"ALMS1",0.529845800476465
"RPS16",0.529783477920029
"RBFA",0.529192426568771
"PUS3",0.529052812664784
"TMEM62",0.528764766559566
"AC084262.1",0.528737165286039
"AP2M1",0.528450485555609
"ASH1L-AS1",0.528334119557678
"FLVCR1",0.52824865326748
"ADGRA2",0.528074283561343
"MID2",0.528035625040332
"AC020915.2",0.528021565064383
"TUT7",0.52798526946812
"PRDX1",0.527620145823654
"UNC119B",0.527618406767419
"IBA57",0.527580086503142
"TROAP",0.527506485483055
"GPR137",0.527498384236882
"RNPEPL1",0.527467306795156
"TPCN2",0.527408916071661
"MCF2L2",0.527327810613928
"SLC35B1",0.527323423906607
"MASP2",0.527241443934617
"ASMT",0.527092664454775
"C19orf48",0.527060559405704
"CDCA3",0.526764572394556
"GEMIN6",0.526537958744057
"GNPDA2",0.52649613488805
"CHAC2",0.526459372299862
"ARHGEF5",0.526356457503719
"CFAP70",0.526183773201111
"MINCR",0.526149865954027
"DNAJC3",0.526059041963732
"AC131097.3",0.525923189415589
"LINC01283",0.525922842129215
"MAP3K14-AS1",0.525857252821774
"PPIE",0.525574992180433
"IGF2BP3",0.525523607693186
"MTMR12",0.525246190976639
"TRAV8-4",0.525217108097126
"AC010632.1",0.524999699961972
"IMPA1",0.524950857156234
"UGT1A1",0.524948470034207
"HIST1H2AB",0.52467823430344
"TOLLIP",0.524529191628612
"CERK",0.524308389075601
"PCYT1A",0.523619459289373
"HNRNPUL1",0.523576469067896
"GUF1",0.523524890857428
"RAP2C-AS1",0.523228302093836
"PXMP2",0.523150115164807
"LMBRD1",0.522860622708693
"IL1A",0.522814918176514
"COQ8B",0.522609566538764
"ANAPC2",0.522552054698416
"CCDC51",0.522424451314478
"DCAF6",0.522392024458753
"KANK1",0.52224680937286
"BRSK1",0.522205524437704
"PIP4K2C",0.521714078577881
"ATXN7L3B",0.521659652046731
"AC006369.1",0.521540109540935
"P3H1",0.521480831463329
"NEK8",0.521429970491257
"TRAV27",0.521250812356619
"ILF3",0.521135807755105
"SRF",0.521069214384813
"RIT1",0.521010614659347
"WDR3",0.520821575806038
"DSN1",0.52063250984591
"GARNL3",0.520565739629392
"AC012181.1",0.520432767743438
"PLEKHA3",0.520358120963677
"FBXO36",0.520332113754911
"CDK10",0.520158766342553
"CCNC",0.519840981857047
"NR1H2",0.519742131542182
"PAPOLG",0.519493099920546
"UGDH",0.519438211473338
"LMBR1L",0.519228717112074
"AP005482.1",0.518778626934728
"TMEM131L",0.518511434505635
"SLC45A1",0.518210804109974
"BAG2",0.51812145339402
"PAN3",0.518118875047892
"TMEM161B",0.518031885602527
"LRRC63",0.517907078292388
"TREX1",0.517760984007978
"PSTPIP1",0.517509761378474
"SP4",0.517508848519592
"PCF11-AS1",0.517118136609036
"ZNF268",0.517103509962529
"TRAPPC3",0.516855727292029
"ERH",0.516789039755877
"MTMR4",0.516456832373459
"ATXN1L",0.516451073274638
"ATXN7",0.516216340045479
"CMPK1",0.516042850984903
"FYB1",0.516018773397804
"AGO4",0.51553155340466
"GATAD2A",0.515449797900351
"METTL5",0.515307953265433
"RANGRF",0.515277586574976
"KDM5A",0.515234769038348
"TSEN54",0.515168851303179
"SYNC",0.515152563640503
"CDK13",0.515150322348577
"YKT6",0.514973354149043
"AC015802.6",0.514886940080141
"EFCAB14",0.514874493629045
"CBR3-AS1",0.514746166500638
"ZNF275",0.514408833371678
"TMEM184B",0.514204140256943
"ADM2",0.514203927292921
"PSMA6",0.514125770841708
"RRP1B",0.514011566159546
"CLSTN1",0.514007229842446
"FBXL16",0.513889941936307
"MRPS35",0.513701426938879
"COX16",0.513482769067739
"ZDHHC18",0.513337645496237
"HMGXB3",0.513149305930553
"LY6K",0.513077447730207
"MYO1G",0.512849392318487
"WRAP53",0.512793761034442
"AC026304.1",0.512655292259068
"NSF",0.512505935687732
"EIF3J-DT",0.512477141872556
"ATG12",0.512464184197234
"FAAP24",0.51244965516977
"IFRD2",0.512447771626276
"ZNF107",0.512395067716886
"PTHLH",0.512147847635057
"IGLV3-1",0.51172373492043
"TMEM38B",0.511697781918548
"MAGI2-AS3",0.5116484379166
"AC110921.1",0.511620657456407
"TOX4",0.511591397518601
"CCNF",0.511297876232478
"NUBP2",0.511229436385869
"XPO7",0.511092387570456
"PFN2",0.511057483357666
"LMAN2",0.510997339762022
"SOD2",0.510955089070435
"IGFBP7",0.510647076944525
"SEC31A",0.510387877845619
"PIN4",0.510160243467019
"RPS21",0.510123390941731
"MAP2K4",0.509648273798059
"AC018816.1",0.509634242229332
"GNB1L",0.509541102669589
"PYHIN1",0.509462074499304
"TRIM2",0.509426748706633
"PDCD6",0.509148818644565
"AL096794.1",0.508985190748307
"TMED1",0.508785974436505
"ATP11B",0.50877153146466
"TMEM45B",0.508536533672718
"AC093525.7",0.508510608473465
"AQP3",0.508341270631579
"INTS4",0.508136902259014
"PAFAH1B1",0.508112265354173
"ORMDL1",0.508052391736995
"PHETA2",0.508049493568514
"AC064836.4",0.508045290720289
"DCAF11",0.507821054050716
"AP002490.1",0.507442446241249
"AGPAT4",0.506896596583873
"RHOF",0.506445070386059
"KIT",0.506344940897125
"CHCHD4",0.506326033909203
"ZNF570",0.506218716288403
"AC017002.3",0.506199318886201
"AL109741.1",0.506102834269409
"TRAPPC11",0.505957585888894
"Z97055.2",0.505952260451252
"CAV2",0.50591563624788
"HLA-F",0.505332688643047
"SEPSECS",0.505127168506483
"OGT",0.504858124612205
"HIST1H1A",0.504524781578564
"WTAP",0.504393945048056
"PIP5K1A",0.504268052495285
"C9orf64",0.504260258880044
"CEP72",0.504073897135314
"ST3GAL4",0.503635364581173
"GLTP",0.503426529306425
"COQ10A",0.502880024060792
"PPIL4",0.502742589562221
"SIPA1L1",0.502630899387111
"RGS5",0.502356992261972
"CINP",0.502247391547053
"LY6G5B",0.501849534837697
"LCLAT1",0.501791982878542
"GMFB",0.501710763730046
"SMC2",0.50155460584825
"SMC5",0.501265245063416
"ELAC2",0.501222307528394
"AC104971.1",0.501077499021228
"PIK3CD-AS2",0.501062170864677
"ECHDC1",0.501056421531651
"RANBP1",0.500985616700483
"TRAM2",0.500785996349751
"TAGLN2",0.500571177095066
"MRPL50",0.499890463680838
"SYVN1",0.499601562947286
"LDHA",0.499477089996187
"FAM83F",0.499345529152155
"AC015982.2",0.499026987870835
"TRIP10",0.499005250092607
"SEPTIN7-AS1",0.498963729440298
"UTY",0.498904631407034
"SLC39A7",0.498847301473752
"FCF1",0.498838536286025
"BICRAL",0.498739008048714
"COL18A1",0.498681210055947
"GCLC",0.498613994994344
"MAD2L2",0.498536712824388
"ZNF19",0.498219420357118
"CLASRP",0.498171798662918
"ZNF511",0.497958471707625
"AC003681.1",0.497849494972129
"CMTR1",0.497839613000891
"DUSP14",0.4972930927692
"RAN",0.497279199381753
"KLHDC10",0.497239695937668
"SMIM3",0.497187930738801
"USF1",0.497164565529656
"SCRN3",0.496874553695822
"ZNF484",0.496760436503128
"ACTL10",0.496627686935158
"CRLS1",0.496493298825957
"SH2B1",0.496277882833811
"AL132780.1",0.495871767467726
"IFT88",0.495852048479545
"TMEM63B",0.495624372941565
"AC243829.1",0.495395547633977
"EEF2K",0.495169096482652
"BIRC5",0.494728551872924
"AC007695.1",0.494706521067812
"TEP1",0.494424066896246
"TRGV7",0.494328865459614
"ZBTB14",0.494263907163815
"DDX19B",0.494177543426505
"RPA2",0.494052288621374
"RAD23A",0.493925355539143
"ZNF850",0.493798154208413
"ETNK2",0.49377074604341
"IGSF10",0.493754591732689
"TYRO3",0.493683821948513
"FUBP3",0.493596404884884
"NOMO1",0.493566969982485
"LRFN3",0.493533984242797
"C8B",0.493509661357731
"DCAF10",0.49338208089278
"PABPC1L",0.49336055884516
"PPOX",0.493283862691732
"AL590764.1",0.493107235025296
"MTA1",0.49296081956958
"AP002851.1",0.492938016280167
"AARSD1",0.492847583382747
"AC027682.4",0.492764448048448
"C16orf91",0.492321656496108
"WRNIP1",0.492178535840909
"LRRC1",0.492032716077621
"GPM6B",0.491986191130061
"SYNRG",0.491838703954643
"FOXP4",0.491745918470611
"PDZD2",0.491676671337888
"KPNB1",0.491622606007298
"MET",0.491575193869793
"TNFRSF1B",0.49144091871849
"RSRC2",0.491428007908696
"PTP4A2",0.491316068983713
"CRYBG1",0.491008428156913
"AC016831.7",0.490853357050732
"CLEC4C",0.490763527642263
"PEBP1",0.490476350192649
"MFSD11",0.490323464936253
"XBP1",0.490145697333675
"SLX1B",0.489995102943792
"SERPINB2",0.489851721437355
"MSANTD2",0.489766116969505
"FGFR1",0.489302425112439
"ZFAND2B",0.489200949636331
"CNOT7",0.489104378546785
"SLC35F3",0.48877327097754
"ANKRA2",0.488621585451941
"AC139530.1",0.488619572581512
"PTPN13",0.488588647082821
"PIF1",0.488525956422862
"ST3GAL2",0.488316236397113
"DTNB",0.488138344537853
"PPP3CB",0.488101920904639
"OMG",0.487987118668302
"PRKCH",0.487812872491955
"LINC00309",0.487496041404131
"BTN3A3",0.487274725734349
"COPA",0.48713998121064
"YWHAB",0.486780455085566
"IGKV6-21",0.486652401069415
"ACACB",0.486578302107771
"TIMM8A",0.486571101324781
"CLEC3B",0.486155046492008
"NCAPG2",0.485998178944151
"PMAIP1",0.485899805241416
"AC007383.2",0.485525804467676
"GIMAP2",0.485509271595622
"CBL",0.485458023671062
"AIMP1",0.485389883064595
"LINC00271",0.485119831735228
"MAP1A",0.485118881453066
"KLHDC7B",0.485116782653631
"ASB2",0.485018707223612
"SCARF2",0.484598429012653
"AC025682.1",0.484580222062074
"PDZK1",0.484559912296919
"TGFB2",0.484294597308858
"BRWD1-AS2",0.483908511841016
"C5orf30",0.483829190334982
"ZNF530",0.48380072662763
"TP53RK",0.483681691626795
"SNRPB2",0.483391040135469
"DNAJC27",0.483362901209684
"NOP56",0.483254688707462
"VPS26C",0.483119586309972
"AP001412.1",0.482844190140508
"C18orf65",0.482606412637463
"KLC4",0.482035696884579
"RFX7",0.482007511367669
"B3GAT3",0.481823163156121
"LINC01260",0.481769704738212
"SMPD4",0.48170021232031
"MEGF6",0.481523458800927
"TRMT11",0.481433436206472
"PRAP1",0.481359892144077
"CLTC",0.481359455672502
"TM9SF4",0.481324882197574
"ETFDH",0.48129209073761
"BASP1-AS1",0.481228427337234
"AC018926.2",0.480907414434883
"PRR12",0.480874882607849
"EBPL",0.480812253123793
"TOMM70",0.480772940637513
"TTR",0.48059629133539
"WDR83OS",0.480585728252914
"DCLRE1A",0.480497551120649
"COA6-AS1",0.480490794796919
"LATS1",0.480410155224666
"SEMA3F-AS1",0.480260671230693
"UFC1",0.480144542826242
"SLC2A1",0.479880518576887
"DVL1",0.47956612450142
"ZCCHC4",0.479476893281713
"ZNF707",0.479281221276347
"HAVCR1",0.478844656583137
"PANK3",0.478833683841323
"AC132938.6",0.478823685778931
"MTFMT",0.478782502708464
"AC009090.6",0.478285144291183
"GNA12",0.478182632426465
"PSMB4",0.478162040675591
"TUFM",0.478141004935594
"LIMK2",0.477943431267709
"ZNF330",0.477924228582099
"CROCC",0.477671148757198
"ISYNA1",0.477655710220704
"CHMP7",0.477558256385334
"DCTN6",0.47749698984287
"LINC02195",0.47745476438718
"TCF25",0.477393494109172
"FDXR",0.477285177272669
"PROSER1",0.47707417462839
"NFYC",0.476810529548822
"LINC00910",0.476800316549301
"PITPNA",0.476465203483832
"LRRC56",0.476442250328035
"AL592148.3",0.47623378237887
"CIT",0.476068119644591
"AC025181.2",0.476020681377417
"MRPL30",0.476015138310538
"CHEK1",0.47576663450514
"EFR3A",0.475602735065947
"AL356481.1",0.475596162084404
"SNHG10",0.475406606016066
"ZNF273",0.475354615498106
"AC009831.3",0.475229494349523
"AC005037.1",0.475184364706573
"EFHD2",0.475130010985901
"PSMF1",0.474233931226713
"PACC1",0.473747745872478
"SRD5A1",0.473404545728315
"HTRA4",0.47315607055294
"COL5A1",0.472990113372439
"FUT8-AS1",0.472954011481894
"PLEKHF2",0.472858606094191
"PYGB",0.472423491350212
"PRKAB1",0.472378470384057
"COG4",0.472310557251572
"SMN2",0.472165735738627
"MRNIP",0.471808839706181
"MMP11",0.471628622447317
"C5orf15",0.471294752120487
"AL031963.3",0.471018247218311
"LINC02381",0.470866723340152
"ZNF577",0.470526306476004
"CDKN1B",0.470168567188253
"AC110995.1",0.469943521769346
"ZNF721",0.469797018320146
"AL031432.4",0.469759809858186
"SRSF9",0.469749141212056
"UBE2A",0.469414711954285
"SLC16A1",0.469173918142011
"PODXL",0.469108310631975
"AF131215.5",0.468776520126276
"TAF1D",0.468759686409802
"MGAT4B",0.468628325110865
"Z97192.3",0.468613813357956
"EPHA4",0.468162442490754
"DNAJC25",0.467992321079618
"ZNF30",0.467925989590784
"TRA2A",0.467920279294335
"TBCE",0.4677475820982
"GINM1",0.467715445828762
"FBXO9",0.467636383227077
"FKBP2",0.467447099558198
"KDELR2",0.467416438365465
"GCFC2",0.467154910709759
"BRAT1",0.467115959054815
"KHDC1",0.467056946047452
"EEF1A2",0.466918655360106
"TRIM3",0.466742642987201
"FKBPL",0.466668021509305
"MYL6",0.466589502798722
"CCDC18-AS1",0.466505713789607
"ZNF529-AS1",0.466245318622009
"SAP30L",0.466045512823472
"NTMT1",0.46596664085459
"IGHA1",0.46592740476674
"ENO1-AS1",0.465836635629788
"ZBTB22",0.465612079581631
"BCL9L",0.465225139508211
"YJEFN3",0.465104726741174
"SPTLC1",0.465063059953939
"HEATR6",0.464992967801673
"MAST2",0.464792002002563
"C1orf216",0.464614170485561
"PPP5C",0.464424900030846
"PI4KB",0.46441316628579
"FAM177A1",0.464387172870859
"AC016727.1",0.464072265072212
"AUH",0.464043971858133
"CHRNA6",0.463917089043813
"RNF19B",0.463828301782197
"HSP90B1",0.463624546935613
"EPHA1-AS1",0.463535163744454
"KRR1",0.463519911673118
"COG7",0.463383827329899
"CNP",0.4632611293355
"LMNB2",0.463243653754504
"ZDHHC12",0.463138221661686
"C3orf14",0.463058797517711
"IKZF5",0.463001664004645
"MKS1",0.462692592370081
"CSRP2",0.462646294484748
"DENR",0.46262923039839
"ATG4A",0.462514723252128
"IER5L",0.46249956989569
"WDR34",0.462435657433313
"CERS2",0.462162663041335
"HIST1H3J",0.462123768737929
"VDAC1",0.461747677953107
"DPY19L4",0.461448532984151
"TGIF1",0.461409776422775
"HIRA",0.461269012047197
"FAM221A",0.460725289428605
"CPD",0.460532645884731
"NSRP1",0.460505345598417
"PDSS1",0.460340131270815
"PLEKHG2",0.460173713323391
"RHBDD3",0.459937234710678
"KRT19",0.45989119889864
"KANK2",0.459873792198661
"SLC25A53",0.459364519353018
"CDK2",0.459116391418081
"CCDC14",0.45907472612385
"CDK11B",0.458652800065418
"TCP11L2",0.458314072628598
"SSBP4",0.458249173996887
"TMEM170A",0.458085539373693
"KRTCAP2",0.458004013320505
"ARL1",0.457948338734345
"MAP4",0.457899000485069
"QPCTL",0.457566372773446
"HEY1",0.457481230952708
"MAP10",0.457456772674918
"AC005670.3",0.457450897549225
"ICMT",0.456726999996435
"IARS",0.456372794862981
"SEC14L2",0.456249344063361
"CPLANE1",0.456187264225234
"CCDC126",0.455884075663211
"SPCS3",0.455863867895598
"NDUFA11",0.455527213337871
"POC1B-AS1",0.45539923740397
"MPRIP",0.455393511444729
"TPM2",0.454631428522852
"BLZF1",0.454347723687393
"PSMD12",0.454312787454933
"FRMD6",0.453970190492865
"SRXN1",0.453628311559504
"IL32",0.453590814604799
"RSAD1",0.453383197697483
"MRPL28",0.4533495400921
"AGPAT5",0.452954878414322
"AC092119.3",0.452946945523692
"ZAP70",0.452589853011248
"ZC3H11B",0.452175899965296
"MBOAT2",0.452162939159752
"ABI2",0.452104214615954
"EPC2",0.451905271769507
"GFPT2",0.451748247955834
"PUM2",0.451724000269482
"TDP1",0.451685240821513
"AL138778.1",0.451491576283222
"TIGD1",0.451460502553318
"MTRR",0.451440252621855
"SPDL1",0.451430955898348
"TPP2",0.451210146592893
"EMP3",0.450777540524462
"AC008875.2",0.45077390218659
"ORC6",0.450691634865791
"FAM218A",0.450690589826005
"EDARADD",0.450668542094218
