"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ALPL",24.9325687906938,-0.213897287940854,1.07331136897928,-0.199287265674145,0.842038039907398,0.975617769341799
"SPTSSB",5.28027183198856,-0.339766617786464,1.70638334907069,-0.199115056983828,0.842172743284175,NA
"PCDHGC3",3.38120396050911,-0.367464557634338,1.84575073135686,-0.199086773415067,0.842194867419017,NA
"CHORDC1",6935.48709893098,0.133191583879385,0.669017272381031,0.199085418834339,0.842195927010024,0.975730345028269
"AC011379.2",3.1282840947967,0.350623407494398,1.76249164013767,0.198936210254598,0.842312643891445,NA
"TMEM268",99.0538143931531,-0.0922538085908661,0.464003538123639,-0.198821347276632,0.842402496638318,0.975755683432134
"NUDT3",613.049341569265,0.0724231446873174,0.364357314964432,0.198769564141692,0.842443005199808,0.975755683432134
"PPM1B",1605.56960304285,0.0697603833074694,0.351207671565698,0.19863000997807,0.842552176765229,0.975755683432134
"DYRK3",486.999501264206,0.0764366918418236,0.384833663194421,0.19862267559272,0.842557914451534,0.975755683432134
"ZC3H8",773.63611922073,-0.0883086890178642,0.4450889166146,-0.198406847983434,0.842726760032317,0.975755683432134
"PTPN12",374.720067886174,-0.0980630459033611,0.4944854808803,-0.198313296739848,0.842799948995525,0.975755683432134
"ADD2",7.43284305418794,-0.238663914441933,1.20366545456097,-0.198280937230175,0.842825265479241,NA
"AC092490.1",3.58067089212785,0.282593710939011,1.42547153564991,0.198245776132014,0.842852773971696,NA
"ZNF517",20.2173152071257,-0.149307661493002,0.753182561019494,-0.198235685769067,0.842860668262051,0.975755683432134
"P3H4",44.9220179844938,-0.113840660184405,0.574312295228258,-0.198220830600814,0.842872290371389,0.975755683432134
"AP003680.1",20.3983957694598,-0.155587469004816,0.785329670837686,-0.198117395512201,0.842953214934494,0.975755683432134
"IZUMO4",188.928810345867,-0.0817143874495417,0.412652754078083,-0.19802215456456,0.84302773010985,0.975755683432134
"BRK1",3076.98341720693,-0.0793365670607605,0.400800295381166,-0.197945380717123,0.843087797909294,0.975755683432134
"ZNF197",85.0831136200347,-0.100271575608407,0.506767723793597,-0.197864960415764,0.843150719670413,0.975755683432134
"LONRF2",6.33184241091,0.305306437383691,1.54306285466759,0.197857421335866,0.843156618383858,NA
"SHE",15.4122679699203,0.228389050028503,1.15450392003314,0.197824404114581,0.843182451762884,0.975755683432134
"FP671120.6",14.3232458183403,0.161236838890849,0.815159608476045,0.197797875672819,0.843203208304493,0.975755683432134
"CWC27",421.84146555202,-0.0648940071751465,0.328159624739932,-0.197751345024774,0.843239615354677,0.975755683432134
"PRICKLE1",18.4993261705633,-0.195192366930891,0.987061338535308,-0.197751000176478,0.843239885176136,0.975755683432134
"BLM",141.972749465655,0.102125680868194,0.516469988940614,0.197737880331972,0.843250150618535,0.975755683432134
"C4A",5.4221927248886,-0.244603201504853,1.23847990094974,-0.197502762311505,0.843434120002501,NA
"L3MBTL2",288.948170344108,-0.068591101244802,0.347436770712842,-0.197420385597277,0.843498578135557,0.975838042811712
"NBEA",21.2709007340911,0.15067447444657,0.7633713787842,0.197380303524799,0.843529941935609,0.975838042811712
"SRR",33.6080363869928,-0.122914198669918,0.623086326232744,-0.197266724521259,0.843618817658639,0.975838042811712
"BAIAP3",18.1828993477613,0.166014506609423,0.841581266608913,0.197264973920303,0.843620187521827,0.975838042811712
"PPME1",483.372424444959,0.0869792819670227,0.441078747732731,0.197196719211979,0.843673597899305,0.975838042811712
"EXOSC8",578.688573009798,0.0685021116740514,0.347406853629554,0.197181232777567,0.843685716376668,0.975838042811712
"U91328.1",20.3556511537522,0.15241955172674,0.773418738777286,0.197072483616964,0.843770816041676,0.975846267639843
"APLP2",2604.53556078032,0.0904190233173392,0.458974833765924,0.197002137514696,0.843825865067866,0.975846267639843
"AC005523.1",10.5229005092353,0.213103019125652,1.08207452124589,0.196939318819083,0.843875024200624,0.975846267639843
"SVBP",500.42498331722,-0.0632477583806293,0.321403742830861,-0.196786004492528,0.843995003764652,0.97585389367198
"AC097662.1",7.09155178930325,0.221259734416227,1.12458802958659,0.19674736756496,0.844025240529857,NA
"SAMD12",81.0959309761011,0.0852003669945406,0.433076900542045,0.196732651609686,0.844036757108629,0.97585389367198
"TMOD3",2983.64101160617,-0.0737038294628926,0.374773384434194,-0.196662389924421,0.8440917437528,0.97585389367198
"YEATS2-AS1",2.8232547289277,0.36951231585672,1.88099387351441,0.196445252193368,0.844261680076548,NA
