"pathway","pval","padj","log2err","ES","NES","size"
"TRAVAGLINI_LUNG_NONCLASSICAL_MONOCYTE_CELL",8.85895309129415e-41,3.29996002650707e-39,1.66579262543297,-0.713955675843034,-3.38350061061957,177
"DESCARTES_FETAL_KIDNEY_MYELOID_CELLS",6.04375813015738e-40,2.14409514617488e-38,1.64704014100292,-0.718730403783351,-3.38427028607537,170
"HAY_BONE_MARROW_MONOCYTE",8.01231718830099e-38,2.71326195694738e-36,1.60243114923556,-0.664135513339872,-3.21314172106447,214
"AIZARANI_LIVER_C23_KUPFFER_CELLS_3",9.90520521975778e-37,3.07474078696648e-35,1.57637362160047,-0.657925394450976,-3.18309665993781,214
"AIZARANI_LIVER_C25_KUPFFER_CELLS_4",9.69995324067646e-37,3.07474078696648e-35,1.57637362160047,-0.701987256358183,-3.30543219041655,170
"AIZARANI_LIVER_C18_NK_NKT_CELLS_5",1.16004177068832e-35,3.45692447665118e-34,1.55654423323138,-0.767196518901521,-3.40623363489422,118
"DESCARTES_FETAL_HEART_MYELOID_CELLS",7.23301500522371e-35,2.07253699188141e-33,1.53645895003215,-0.753475207242305,-3.36578443396606,122
"TRAVAGLINI_LUNG_MACROPHAGE_CELL",1.304177218872e-33,3.59856306688756e-32,1.50926283727233,-0.654137943091892,-3.14317079180815,198
"DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS",4.54104963312913e-32,1.20824356310043e-30,1.47456250139425,-0.684963816352062,-3.20406638612269,162
"DESCARTES_FETAL_SPLEEN_MYELOID_CELLS",2.60044722608983e-30,6.68045925323077e-29,1.43181244608859,-0.757053002860035,-3.3385421165645,107
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_DENDRITIC_CELLS",2.90792414865476e-30,7.22134496915932e-29,1.43181244608859,-0.734137501189131,-3.25129017092338,115
"DESCARTES_FETAL_MUSCLE_MYELOID_CELLS",1.2949313742936e-28,3.11201249628623e-27,1.38774608305349,-0.715587898046901,-3.19654128660163,122
"DESCARTES_MAIN_FETAL_MYELOID_CELLS",7.11333810354406e-28,1.65607402723135e-26,1.37274298193398,-0.774348151538099,-3.24838095522076,86
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES",3.15682404543601e-26,7.12676943590858e-25,1.32671609800481,-0.770136608305584,-3.19279900344761,80
"BUSSLINGER_ESOPHAGEAL_DENDRITIC_CELLS",1.30256368488887e-24,2.85414689777121e-23,1.28710367230144,-0.583498958448255,-2.81743120980338,208
"FAN_OVARY_CL13_MONOCYTE_MACROPHAGE",1.53553781199081e-24,3.26850191409473e-23,1.28710367230144,-0.462305475201681,-2.42958689955376,450
"DESCARTES_FETAL_STOMACH_MYELOID_CELLS",2.2878474157604e-22,4.73457312428194e-21,1.22105375677186,-0.758995823289708,-3.07956359281858,74
"DESCARTES_MAIN_FETAL_MICROGLIA",3.39719417474311e-20,6.84029637887464e-19,1.16017957183021,-0.629541574386574,-2.86309904381512,134
"DESCARTES_FETAL_EYE_MICROGLIA",3.89308423229314e-20,7.63249408699576e-19,1.16017957183021,-0.6206738810135,-2.8460587851831,142
"FAN_EMBRYONIC_CTX_BRAIN_MYELOID",9.01036008508346e-20,1.72120981112492e-18,1.15122052214226,-0.622321091825992,-2.83065578358827,136
"HAY_BONE_MARROW_IMMATURE_NEUTROPHIL",1.29441145279883e-18,2.41084133083781e-17,1.11466447751729,-0.556595342735243,-2.65253345368228,188
"HE_LIM_SUN_FETAL_LUNG_C2_APOE_POS_M2_MACROPHAGE_CELL",1.51344968723405e-16,2.75004882192528e-15,1.04762648849882,-0.409550863305727,-2.15564744230117,457
"TRAVAGLINI_LUNG_BASOPHIL_MAST_2_CELL",1.32473680239777e-15,2.34983075663415e-14,1.01754479730988,-0.399395741766472,-2.1111877053502,470
"CUI_DEVELOPING_HEART_C7_MAST_CELL",1.29469879704737e-13,2.24314093907045e-12,0.943632225232838,-0.543402279814056,-2.50708232278023,147
"TRAVAGLINI_LUNG_NEUTROPHIL_CELL",1.49486226920868e-13,2.53107361491015e-12,0.943632225232838,-0.429599207379172,-2.18912171286689,322
"SU_HO_FOETAL_FEMUR_C3_PROLIFERATING_CHONDROCYTE",1.77077528661065e-13,2.93161686338875e-12,0.943632225232838,0.367425629337085,1.97062567632477,500
"RUBENSTEIN_SKELETAL_MUSCLE_B_CELLS",8.08230605162491e-13,1.3089821757523e-11,0.921426003494898,-0.507260930994145,-2.40047217989447,175
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MONOCYTES",9.22523345343888e-13,1.46229764315148e-11,0.910119734774459,-0.78036118977098,-2.73958381402488,36
"TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL",1.36368971120446e-12,2.11656007259859e-11,0.910119734774459,-0.452116813045385,-2.22237973195629,245
"FAN_EMBRYONIC_CTX_MICROGLIA_1",3.22882938208862e-12,4.90913855031841e-11,0.898671232061694,0.516030929582614,2.41936884654132,148
"FAN_OVARY_CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_2",2.06867617962509e-11,3.08232750764138e-10,0.863415391606693,-0.423651644619013,-2.11531006917081,272
"AIZARANI_LIVER_C31_KUPFFER_CELLS_5",2.56074772470243e-11,3.74070010765356e-10,0.863415391606693,-0.557121515172701,-2.44982917700016,105
"TRAVAGLINI_LUNG_IGSF21_DENDRITIC_CELL",4.36368056244808e-11,6.25181157504581e-10,0.851339057116899,-0.725371283971329,-2.63219926250947,42
"GAUTAM_EYE_IRIS_CILIARY_BODY_MONOCYTES",1.24080229338526e-10,1.7441466199472e-09,0.826657301178302,-0.530460845726534,-2.36957611904631,122
"RUBENSTEIN_SKELETAL_MUSCLE_SATELLITE_CELLS",2.18966527535711e-10,3.0209270928538e-09,0.826657301178302,-0.403767036116796,-2.03080471485574,298
"HE_LIM_SUN_FETAL_LUNG_C2_S100A12_HI_CLASSICAL_MONOCYTE",2.61380422843152e-10,3.5405166366936e-09,0.814035837847908,-0.776813243369577,-2.65062305555642,31
"HE_LIM_SUN_FETAL_LUNG_C2_NEUTROPHIL_CELL",7.56898981116787e-10,1.00694596595001e-08,0.801215574617779,-0.645647028340494,-2.47535604869015,55
"SU_HO_CONV_CENT_CHONDROSARCOMA_LEUKOCYTE_C1_M2_MACROPHAGE",9.2181440445326e-10,1.20482759880295e-08,0.801215574617779,-0.56377098924793,-2.37309321206625,87
"FAN_EMBRYONIC_CTX_MICROGLIA_3",1.00006834208414e-09,1.28457054284945e-08,0.788186810800237,-0.843368496460208,-2.60969696781469,20
"DESCARTES_FETAL_PLACENTA_LYMPHOID_CELLS",1.98650115398906e-09,2.50837857579974e-08,0.774939030136436,0.488200971920094,2.24263741475724,136
"HE_LIM_SUN_FETAL_LUNG_C2_NON_CLASSICAL_MONOCYTE",2.06542762122485e-09,2.56457262968752e-08,0.774939030136436,-0.874883307410826,-2.51761590192632,16
"AIZARANI_LIVER_C1_NK_NKT_CELLS_1",2.47817067490942e-09,3.02661828329101e-08,0.774939030136436,0.457644641650927,2.17556873472817,157
"FAN_EMBRYONIC_CTX_NSC_2",3.07846519463815e-09,3.69912350000875e-08,0.774939030136436,0.413051202519678,2.04823367767169,226
"TRAVAGLINI_LUNG_ADVENTITIAL_FIBROBLAST_CELL",1.82747381280444e-08,2.16106030244334e-07,0.73376198835648,-0.402736044480907,-1.96858726914644,231
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MAST_CELLS",2.08815313753296e-08,2.43074076165946e-07,0.73376198835648,-0.57363910900009,-2.33048571995875,73
"HE_LIM_SUN_FETAL_LUNG_C2_PROMONOCYTE_LIKE_CELL",2.14573097131356e-08,2.45933780558246e-07,0.73376198835648,0.384453752193805,1.93968531826162,269
"TRAVAGLINI_LUNG_BASOPHIL_MAST_1_CELL",2.47283240855294e-08,2.79130324904839e-07,0.73376198835648,-0.386377356993149,-1.90975249623568,251
"TRAVAGLINI_LUNG_CD4_MEMORY_EFFECTOR_T_CELL",3.15543428246504e-08,3.50865453796486e-07,0.719512826338911,0.560569593210514,2.29473706370107,71
"HE_LIM_SUN_FETAL_LUNG_C2_SPP1_POS_MACROPHAGE_CELL",4.08849730722206e-08,4.47930954982417e-07,0.719512826338911,-0.636786962860995,-2.35849679362626,46
"HE_LIM_SUN_FETAL_LUNG_C5_PRO_B_CELL",6.29972922624841e-08,6.7464423908542e-07,0.704975715167238,0.32393428310017,1.72802531009707,433
"SU_HO_CONV_CENT_CHONDROSARCOMA_LEUKOCYTE_C2_T_CELL",6.33893915919187e-08,6.7464423908542e-07,0.704975715167238,0.470737824946611,2.13308275860269,125
"TRAVAGLINI_LUNG_MYELOID_DENDRITIC_TYPE_1_CELL",7.40937393338619e-08,7.77462476108833e-07,0.704975715167238,-0.808483276500035,-2.4523026352104,19
"BUSSLINGER_DUODENAL_STEM_CELLS",9.84788826817693e-08,1.01898288330442e-06,0.704975715167238,-0.37036088718996,-1.86506501412764,283
"HE_LIM_SUN_FETAL_LUNG_C2_DC2_CELL",1.08418186283593e-07,1.09634650470142e-06,0.704975715167238,-0.617309246930417,-2.33342300275463,51
"ZHONG_PFC_C1_OPC",1.08898847446853e-07,1.09634650470142e-06,0.704975715167238,0.388267101470109,1.92389169092941,229
"BUSSLINGER_GASTRIC_PPP1R1B_POSITIVE_CELLS",1.10859298924337e-07,1.10120236931508e-06,0.704975715167238,-0.480465784706989,-2.13114923626194,112
"GAUTAM_EYE_CHOROID_SCLERA_MONOCYTES",1.63448117619e-07,1.60222167929151e-06,0.690132458796796,-0.461904512687629,-2.10070060884933,134
"GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS",2.44130930369104e-07,2.33176337339721e-06,0.674962860011025,0.497448769147353,2.11549778066798,90
"SU_HO_CONV_CENT_CHONDROSARCOMA_LEUKOCYTE_C4_OSTEOCLAST",2.41412554953066e-07,2.33176337339721e-06,0.674962860011025,-0.327945397171619,-1.71944553320524,441
"TRAVAGLINI_LUNG_CD8_NAIVE_T_CELL",3.01712567517122e-07,2.84526408607919e-06,0.674962860011025,0.438915805795203,2.03698628981748,142
"CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL",4.67032599079556e-07,4.34924107892836e-06,0.674962860011025,-0.423854240934861,-1.96381678611052,152
"ZHENG_CORD_BLOOD_C5_SIMILAR_TO_HSC_C6_PUTATIVE_ALTERED_METABOLIC_STATE",4.99123069908762e-07,4.59069984051886e-06,0.659444398037935,-0.582183239662783,-2.2555977028158,57
"HE_LIM_SUN_FETAL_LUNG_C3_CYCLING_DEFINITIVE_ERYTHROBLAST",5.83277910774132e-07,5.29929321374059e-06,0.659444398037935,0.324745812938351,1.71386481528868,383
"FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL",6.13426803592708e-07,5.5060598635731e-06,0.659444398037935,-0.380093910097182,-1.86034852635019,234
"AIZARANI_LIVER_C3_NK_NKT_CELLS_2",8.05858929428042e-07,7.14720121933204e-06,0.659444398037935,0.410842198778452,1.95187034332286,162
"HE_LIM_SUN_FETAL_LUNG_C4_ILC2_CELL",9.13164180752005e-07,8.0036154665911e-06,0.659444398037935,-0.428850292098964,-1.975910830255,144
"JONES_OVARY_MACROPHAGE",1.04651784269987e-06,8.96156083691268e-06,0.643551836150722,-0.388296061454733,-1.85106495599548,193
"ZHENG_CORD_BLOOD_C6_HSC_MULTIPOTENT_PROGENITOR",1.04114186853022e-06,8.96156083691268e-06,0.643551836150722,-0.490950686566813,-2.09330421921412,91
"BUSSLINGER_DUODENAL_MATURE_ENTEROCYTES",1.1764123947097e-06,9.95940038703097e-06,0.643551836150722,-0.397987367538445,-1.89142671191835,180
"HAY_BONE_MARROW_CD8_T_CELL",1.31320889585684e-06,1.09925913192511e-05,0.643551836150722,0.517107558801738,2.11682170327192,71
"DESCARTES_FETAL_MUSCLE_LYMPHOID_CELLS",1.44743843644505e-06,1.19815737239062e-05,0.643551836150722,0.463301323317461,2.0356776810724,107
"DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS",1.70326036785997e-06,1.39442744401723e-05,0.643551836150722,-0.334333044186887,-1.7077511499404,329
"HE_LIM_SUN_FETAL_LUNG_C7_SCHWANN_PRECURSOR_CELL",1.90927269596897e-06,1.54609582445314e-05,0.627256739718528,0.383356481289984,1.87262018465486,200
"FAN_OVARY_CL4_T_LYMPHOCYTE_NK_CELL_1",1.98182829328848e-06,1.58759363279561e-05,0.627256739718528,0.360572175447386,1.80856140462717,245
"FAN_OVARY_CL12_T_LYMPHOCYTE_NK_CELL_2",2.02668448922711e-06,1.60625526007894e-05,0.627256739718528,0.405424884271194,1.92368917767184,160
"DESCARTES_MAIN_FETAL_THYMOCYTES",2.11020205464496e-06,1.65484266390579e-05,0.627256739718528,0.493845125255009,2.08675785126381,84
"HU_FETAL_RETINA_FIBROBLAST",2.13715149928244e-06,1.65851861142231e-05,0.627256739718528,-0.344237481483558,-1.73352448191279,292
"HAY_BONE_MARROW_NAIVE_T_CELL",2.38897430186087e-06,1.83483077823335e-05,0.627256739718528,0.316906661873399,1.66955144039276,388
"DESCARTES_FETAL_INTESTINE_LYMPHOID_CELLS",2.66578099779332e-06,2.02653759526125e-05,0.627256739718528,0.411875996408598,1.93713654675203,149
"TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_1_CELL",2.71411066151357e-06,2.04243681093698e-05,0.627256739718528,-0.377943552529126,-1.81960610302742,201
"HAY_BONE_MARROW_DENDRITIC_CELL",3.84368941153908e-06,2.86354861159661e-05,0.610526878385931,-0.392338001231534,-1.85663117249329,175
"MENON_FETAL_KIDNEY_10_IMMUNE_CELLS",4.81870245437718e-06,3.55438943416931e-05,0.610526878385931,-0.491692325118732,-2.02444166652736,78
"BUSSLINGER_GASTRIC_MATURE_PIT_CELLS",6.0315418557427e-06,4.40539086522384e-05,0.610526878385931,-0.387267171075051,-1.83737252284971,176
"ZHONG_PFC_C2_UNKNOWN_NPC",6.4290321306053e-06,4.65012518184558e-05,0.610526878385931,0.4967995640428,2.03368928077308,71
"AIZARANI_LIVER_C34_MHC_II_POS_B_CELLS",7.13313580183144e-06,5.10979439650425e-05,0.610526878385931,-0.419009812134632,-1.90285735247897,133
"CUI_DEVELOPING_HEART_C5_VALVAR_CELL",7.89099075662543e-06,5.59884582255804e-05,0.593325476396405,-0.391559464909148,-1.83727536776402,165
"GAUTAM_EYE_IRIS_CILIARY_BODY_WIF1_HIGH_FIBROBLASTS",8.1601196419399e-06,5.73517842758983e-05,0.593325476396405,-0.443557386395574,-1.93066405608614,101
"AIZARANI_LIVER_C13_LSECS_2",8.63299058596326e-06,5.95516480235429e-05,0.593325476396405,-0.360497841084923,-1.75451333052231,224
"HE_LIM_SUN_FETAL_LUNG_C3_LYMPHATIC_ENDOTHELIAL_CELL",8.58318487104424e-06,5.95516480235429e-05,0.593325476396405,-0.343918594308386,-1.71719967278737,272
"AIZARANI_LIVER_C11_HEPATOCYTES_1",8.78593726957285e-06,6.00506721635942e-05,0.593325476396405,-0.354088688678629,-1.73725890833749,238
"FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL",1.021290029781e-05,6.91691883806225e-05,0.593325476396405,0.38914853701982,1.84994931274929,157
"JONES_OVARY_T_CELL",1.05543787115994e-05,7.08379472084825e-05,0.593325476396405,0.523524177524832,2.07138429577217,60
"TRAVAGLINI_LUNG_LIPOFIBROBLAST_CELL",1.23708556172404e-05,8.22882806682512e-05,0.593325476396405,-0.432774332013094,-1.9214509577449,118
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_CD8_T_CELLS",1.41961610048792e-05,9.35941588374781e-05,0.593325476396405,0.487868747310075,2.00150783487389,73
"ZHONG_PFC_C1_MICROGLIA",1.46774733699155e-05,9.59185759700616e-05,0.593325476396405,0.334763788305566,1.67895475410835,250
"BUSSLINGER_DUODENAL_TUFT_CELLS",1.52547611614066e-05,9.88243223065035e-05,0.593325476396405,-0.510903044117167,-2.00413679989098,61
"TRAVAGLINI_LUNG_CAPILLARY_INTERMEDIATE_1_CELL",1.68132309385839e-05,0.000107981526286595,0.575610261071129,-0.407433452570864,-1.8537838366155,135
"MANNO_MIDBRAIN_NEUROTYPES_HPROGBP",1.96863014214336e-05,0.000125352944948444,0.575610261071129,0.337325908046834,1.67576601021273,228
"TRAVAGLINI_LUNG_ALVEOLAR_EPITHELIAL_TYPE_2_CELL",2.29610433562668e-05,0.000144965909325583,0.575610261071129,-0.431356824286424,-1.8775588943852,101
"AIZARANI_LIVER_C9_LSECS_1",2.55698268746725e-05,0.000158746008513592,0.575610261071129,-0.331711709333846,-1.63897846972797,250
"SU_HO_CONV_CENT_CHONDROSARCOMA_STROMAL_C1_OSSIFICATION_STROMAL_CELL",2.55201767254013e-05,0.000158746008513592,0.575610261071129,-0.370577686557743,-1.75898149874808,179
"BUSSLINGER_GASTRIC_REG3A_POSITIVE_CELLS",2.85180398483319e-05,0.000175586278405019,0.575610261071129,-0.59638257618531,-2.07549621439448,35
"HAY_BONE_MARROW_PRO_B",2.94092285935923e-05,0.000179589141821527,0.575610261071129,0.331735654811284,1.6815273158334,273
"SU_HO_CONV_CENT_CHONDROSARCOMA_C7_PROLIFERATIVE",3.15506389869247e-05,0.000191099398741942,0.557332238758646,0.342916878196505,1.68640295929951,219
"DESCARTES_FETAL_HEART_LYMPHOID_CELLS",3.52376125016096e-05,0.000211709849304026,0.557332238758646,0.431240581613369,1.87533632534248,102
"HE_LIM_SUN_FETAL_LUNG_C2_PDC_CELL",4.09558700680088e-05,0.000244096985605332,0.557332238758646,0.398971908330538,1.84597676510438,141
"FAN_OVARY_CL11_MURAL_GRANULOSA_CELL",4.35245737698415e-05,0.000257347678242317,0.557332238758646,-0.294622657859217,-1.53646306400607,415
"AIZARANI_LIVER_C10_MVECS_1",4.75626394430184e-05,0.000279009184134242,0.557332238758646,-0.355207055403668,-1.7105237534731,206
"HAY_BONE_MARROW_CD34_POS_HSC",4.88631803652884e-05,0.000284398979469843,0.557332238758646,-0.474632539780553,-1.91364974062006,71
"GAO_SMALL_INTESTINE_24W_C4_ENTEROCYTE_PROGENITOR_SUBTYPE_2",5.83644768925719e-05,0.000337066164999737,0.557332238758646,-0.483170452258333,-1.92219560064289,65
"DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_B_CELLS",6.40273634989617e-05,0.000366926044667127,0.538434096309916,-0.591087912243279,-2.0338250013349,34
"HE_LIM_SUN_FETAL_LUNG_C2_HSC_ELP_CELL",8.51421617474289e-05,0.000484205423678126,0.538434096309916,0.297758442526734,1.56914936813609,376
"ZHONG_PFC_MAJOR_TYPES_ASTROCYTES",8.90288335003871e-05,0.000502473340589306,0.538434096309916,-0.330660277293371,-1.6212689536311,237
"AIZARANI_LIVER_C28_NK_NKT_CELLS_6",9.98928374108301e-05,0.000559550104293747,0.538434096309916,0.420738061430873,1.82784079447075,99
"AIZARANI_LIVER_C14_HEPATOCYTES_2",0.000103291940985826,0.000570018489144001,0.538434096309916,-0.35657148826936,-1.69797971307227,184
"HE_LIM_SUN_FETAL_LUNG_C4_ILCP_CELL",0.000102588667624744,0.000570018489144001,0.538434096309916,-0.3572920130881,-1.693239209879,177
"AIZARANI_LIVER_C17_HEPATOCYTES_3",0.000114225629073466,0.000625721276909796,0.538434096309916,-0.426604936706432,-1.78508134748533,85
"FAN_OVARY_CL0_XBP1_SELK_HIGH_STROMAL_CELL",0.000120198121748423,0.000653632121916606,0.538434096309916,-0.381331027917489,-1.74540118359769,140
"DESCARTES_FETAL_KIDNEY_LYMPHOID_CELLS",0.000150636103621484,0.000813216646362361,0.518848077743792,0.353724769751464,1.69084530786674,168
"HE_LIM_SUN_FETAL_LUNG_C2_DC1_CELL",0.000154174296758693,0.000826329863922491,0.518848077743792,-0.304425226395249,-1.54672079154863,314
"BUSSLINGER_DUODENAL_EARLY_IMMATURE_ENTEROCYTES",0.000165068177216385,0.000878398514472908,0.518848077743792,-0.412129279901187,-1.79354803955637,100
"MANNO_MIDBRAIN_NEUROTYPES_HPROGFPL",0.000167668136594551,0.000885906111793903,0.518848077743792,0.321392142214781,1.60986141604604,240
"ZHONG_PFC_MAJOR_TYPES_NPCS",0.00017219030625374,0.000903392803936874,0.518848077743792,0.387093950136845,1.74499973481657,121
"TRAVAGLINI_LUNG_PLATELET_MEGAKARYOCYTE_CELL",0.000215843177459811,0.00112449767278013,0.518848077743792,-0.27587374814981,-1.46180744188555,479
"TRAVAGLINI_LUNG_PROLIFERATING_NK_T_CELL",0.000230279889764905,0.00119137859635315,0.518848077743792,0.381440694780868,1.7344112836977,126
"TRAVAGLINI_LUNG_B_CELL",0.000238080760546122,0.00122324252832318,0.518848077743792,-0.365435549695364,-1.68750701027082,151
"DESCARTES_FETAL_SPLEEN_AFP_ALB_POSITIVE_CELLS",0.000245418010573393,0.00125230423203546,0.49849310876659,-0.362727370453234,-1.66769114498347,149
"HE_LIM_SUN_FETAL_LUNG_C5_CD5_NEG_MATURE_B_CELL",0.000247547605546262,0.00125457800089772,0.49849310876659,-0.499976008936527,-1.88990449418855,51
"JONES_OVARY_NK_CELL",0.000250893868821481,0.00126294548832435,0.49849310876659,0.44102374063803,1.82073675094844,74
"LAKE_ADULT_KIDNEY_C10_THIN_ASCENDING_LIMB",0.000257303577936746,0.00128651788968373,0.49849310876659,-0.295457745856677,-1.50481446013232,334
"ZHONG_PFC_C3_UNKNOWN_INP",0.000273145074374074,0.0013566205360579,0.49849310876659,0.572352928681783,2.00690173362803,33
"BUSSLINGER_DUODENAL_DIFFERENTIATING_STEM_CELLS",0.000283152622142353,0.00137874969605264,0.49849310876659,-0.302798158675649,-1.5248427303156,292
"DESCARTES_FETAL_HEART_MEGAKARYOCYTES",0.000279837142401048,0.00137874969605264,0.49849310876659,-0.49289012816373,-1.87578407218918,53
"HE_LIM_SUN_FETAL_LUNG_C5_CD5_POS_CCL22_NEG_MATURE_B_CELL",0.000281441726752989,0.00137874969605264,0.49849310876659,-0.359391339990154,-1.66627193019947,157
"SU_HO_CONV_CENT_CHONDROSARCOMA_STROMAL_C6_ENDOTHELIAL_CELL",0.000304234107699772,0.00147178188465149,0.49849310876659,-0.361682472327111,-1.67888675596232,155
"MANNO_MIDBRAIN_NEUROTYPES_HRGL3",0.000310082623314103,0.00149039712496134,0.49849310876659,-0.292686993181283,-1.50074098414125,351
"DESCARTES_MAIN_FETAL_SLC26A4_PAEP_POSITIVE_CELLS",0.000339261114197676,0.00162018929536711,0.49849310876659,0.317892182194193,1.57181242339905,221
"AIZARANI_LIVER_C20_LSECS_3",0.000341532360445114,0.00162064718809942,0.49849310876659,-0.308780936149942,-1.52621563590435,251
"HU_FETAL_RETINA_RPE",0.00035502340356403,0.00166347443808304,0.49849310876659,-0.338265898316711,-1.62538727906274,198
"SU_HO_CONV_CENT_CHONDROSARCOMA_C0_CHON1",0.000353380436735188,0.00166347443808304,0.49849310876659,-0.376082575795153,-1.7103900790092,134
"DESCARTES_MAIN_FETAL_MEGAKARYOCYTES",0.000375329258195458,0.0017476268584726,0.49849310876659,-0.368041740793524,-1.6745552579883,135
"BUSSLINGER_DUODENAL_TRANSIT_AMPLIFYING_CELLS",0.000403227738310657,0.00186586748472944,0.49849310876659,-0.346999450052097,-1.64909024495891,182
"HE_LIM_SUN_FETAL_LUNG_C7_MID_SCHWANN_CELL",0.00041854301159601,0.00191419685160552,0.49849310876659,-0.344771639533813,-1.6422823003633,189
"MENON_FETAL_KIDNEY_0_CAP_MESENCHYME_CELLS",0.000418810854780806,0.00191419685160552,0.49849310876659,0.435027101345543,1.78472213382462,73
"MURARO_PANCREAS_ENDOTHELIAL_CELL",0.000431775099729295,0.00196141737377027,0.49849310876659,-0.298963665606062,-1.51313795989636,308
"HAY_BONE_MARROW_FOLLICULAR_B_CELL",0.000449039770344983,0.00202748259943644,0.49849310876659,-0.374081392797424,-1.68071160801313,128
"HE_LIM_SUN_FETAL_LUNG_C6_DEUTEROSOMAL_CELL",0.000458049446568806,0.00205570384152868,0.49849310876659,0.335836341133531,1.62701233861311,188
"HE_LIM_SUN_FETAL_LUNG_C0_PERICYTE",0.000464108866719083,0.00207042578266896,0.49849310876659,-0.363723954194297,-1.66105439633665,137
"AIZARANI_LIVER_C21_STELLATE_CELLS_1",0.000473280978709579,0.00208635697715169,0.49849310876659,-0.346186616619857,-1.61164146098858,159
"BUSSLINGER_GASTRIC_IMMATURE_PIT_CELLS",0.000472033976335704,0.00208635697715169,0.49849310876659,-0.36403477766204,-1.65632395312075,135
