"pathway","pval","padj","log2err","ES","NES","size"
"RPS14_DN.V1_UP",8.50066257987728e-17,1.60662522759681e-14,1.05746357275086,-0.558556222560725,-2.59371272140144,159
"STK33_SKM_UP",3.25572776450567e-10,3.07666273745786e-08,0.814035837847908,-0.427271891060664,-2.07469523104198,238
"HOXA9_DN.V1_UP",7.64348774238015e-10,4.81539727769949e-08,0.801215574617779,-0.465626408668908,-2.19595991175934,175
"STK33_UP",1.95322002194642e-08,9.22896460369681e-07,0.73376198835648,-0.392108777548139,-1.93541786397107,256
"STK33_NOMO_UP",5.82754770108655e-07,2.20281303101072e-05,0.659444398037935,-0.367727418856943,-1.81983981150104,262
"ESC_J1_UP_EARLY.V1_UP",2.58097599519475e-06,8.13007438486346e-05,0.627256739718528,-0.43734455463491,-1.98510895619602,132
"ESC_J1_UP_LATE.V1_UP",4.36098762770715e-06,0.000117746665948093,0.610526878385931,-0.420163788098318,-1.91393758056752,133
"P53_DN.V1_DN",5.86091898714124e-06,0.000138464211071212,0.610526878385931,-0.410119486773559,-1.89510325531135,148
"TBK1.DF_DN",9.69604495933978e-06,0.000203616944146135,0.593325476396405,0.336561840735348,1.70534405452622,267
"MEL18_DN.V1_DN",2.96138670887174e-05,0.000559702087976759,0.575610261071129,-0.440460987422409,-1.90318008268195,100
"KRAS.600_UP.V1_DN",3.90481522961372e-05,0.000670918253088176,0.557332238758646,-0.391268552769783,-1.78931893883731,138
"ATM_DN.V1_UP",5.79487148091863e-05,0.000912692258244684,0.557332238758646,-0.461146712719501,-1.92877119406576,81
"KRAS.LUNG_UP.V1_DN",6.31920038785135e-05,0.000918714517926081,0.538434096309916,-0.496498069225237,-1.97406515848771,59
"STK33_NOMO_DN",8.49395064090886e-05,0.0011466833365227,0.538434096309916,-0.336251593993287,-1.63226636827847,223
"IL2_UP.V1_UP",0.000102494319819912,0.00129142842973089,0.538434096309916,-0.376309938673619,-1.7327919606643,144
"KRAS.600.LUNG.BREAST_UP.V1_UP",0.000178464217554976,0.00210810856986816,0.518848077743792,-0.368998787553451,-1.7215834894423,152
"RELA_DN.V1_UP",0.000331069698965539,0.00368071606496982,0.49849310876659,-0.411433293330932,-1.77752690623915,102
"ALK_DN.V1_DN",0.00040113668597198,0.00389543195580659,0.49849310876659,-0.445851100193342,-1.83242581302334,69
"ALK_DN.V1_UP",0.000432825772867399,0.00389543195580659,0.49849310876659,-0.412578098643624,-1.74204854637207,84
"CTIP_DN.V1_UP",0.000394046082030338,0.00389543195580659,0.49849310876659,-0.469366773577543,-1.87316602529039,60
"GCNP_SHH_UP_LATE.V1_UP",0.000431753644331067,0.00389543195580659,0.49849310876659,0.349424156436288,1.65925286915992,158
"KRAS.600.LUNG.BREAST_UP.V1_DN",0.000514159061943386,0.00441709375942273,0.477270815362862,-0.359486665277671,-1.64397648082716,138
"KRAS.AMP.LUNG_UP.V1_DN",0.000578761736401433,0.00475591165999438,0.477270815362862,-0.454106460221149,-1.85968817793338,66
"KRAS.BREAST_UP.V1_UP",0.000630206321618949,0.00496287478274922,0.477270815362862,-0.452601690139949,-1.8535257394401,66
"CAHOY_ASTROGLIAL",0.000776517050817475,0.00587046890418011,0.477270815362862,-0.439714786705359,-1.81257310253688,72
"BRCA1_DN.V1_DN",0.000898879293521031,0.00653416101828749,0.477270815362862,-0.401331581110067,-1.69716952677364,85
"KRAS.BREAST_UP.V1_DN",0.00127906112759432,0.00863366261126165,0.45505986738723,-0.431934241820245,-1.77582096786106,68
"PTEN_DN.V2_UP",0.00124937093682439,0.00863366261126165,0.45505986738723,-0.394431790346075,-1.66799137290553,85
"E2F1_UP.V1_UP",0.00160985984928949,0.0104918452246798,0.45505986738723,0.327827361345818,1.55744850800668,165
"SNF5_DN.V1_UP",0.00168196338281059,0.0105963693117067,0.45505986738723,-0.343490861549932,-1.57069734005675,135
