"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZNF583",3.6194987818466,0.440263215853233,1.27275512662869,0.345913527780802,0.729407701838415,0.999860282006642
"TMEM39B",15.3667534970322,-0.303799136390706,0.878831667358608,-0.345685240614732,0.729579277505217,0.999860282006642
"SLC2A1",4.83347962021259,0.440607516253194,1.27495058624414,0.345587916117733,0.729652428596815,0.999860282006642
"UBE2E3",33.6674174929879,-0.19672217969867,0.569256872306077,-0.34557717134225,0.729660504741655,0.999860282006642
"MLLT3",5.29914006276694,0.351059695449125,1.01608140817075,0.345503512441131,0.729715870126481,0.999860282006642
"DDX24",208.708074841332,0.166531787880894,0.481999353619806,0.34550209793902,0.72971693334448,0.999860282006642
"SLC1A4",22.6521910240037,0.209110101789107,0.605499662150845,0.345351310430644,0.72983027655298,0.999860282006642
"ALYREF",9.71647129595685,0.291040544608271,0.84282595137071,0.345315120084928,0.729857480811462,0.999860282006642
"FXR1",95.4377457412302,0.148067085350735,0.42893098575099,0.34520025428215,0.729943827609802,0.999860282006642
"IDH3B",43.4415692776419,-0.186494912654559,0.540454055109076,-0.345070799065278,0.730041145650635,0.999860282006642
"KRT10",101.976147345275,0.16992501788565,0.49300638856271,0.344671026233641,0.73034170256447,0.999860282006642
"ARL6IP6",29.0735222262905,0.202670540119482,0.588233620592216,0.344540898419645,0.730439544097904,0.999860282006642
"POLDIP2",39.5783271152246,-0.189813143775999,0.550940059086128,-0.344525943694949,0.73045078865605,0.999860282006642
"STIM1",16.7194911616537,-0.26156206016107,0.759410328270481,-0.344427841476378,0.730524553810926,0.999860282006642
"THOC6",26.2588118388403,0.191740101556347,0.55714863510006,0.344145331203964,0.73073699324468,0.999860282006642
"TRAF2",8.21751074220318,0.283316081669554,0.823401257804989,0.34408021482116,0.73078596178318,0.999860282006642
"GOLGB1",139.277373965339,0.13960278289764,0.405739932415904,0.344069616383087,0.73079393207823,0.999860282006642
"GAS6-DT",2.37113345836801,0.541793017574691,1.5749829313707,0.34399929471183,0.730846816500128,0.999860282006642
"CYP20A1",46.69609041883,0.225938956538807,0.656909025874958,0.343942536392876,0.730889501727064,0.999860282006642
"IMPA1",17.115333559643,-0.286128521197843,0.831980561729691,-0.343912507526594,0.73091208534347,0.999860282006642
"HARBI1",2.25126478019607,0.524222550198979,1.52433239512415,0.343903043637857,0.730919202837764,0.999860282006642
"GTDC1",14.8755772289731,0.228171270698309,0.66368762779931,0.343793165852574,0.731001840174136,0.999860282006642
"AGBL5",5.6918691261574,0.373971751403259,1.08807160625383,0.343701415654823,0.731070846431668,0.999860282006642
"SMARCE1",52.1630428712677,0.165629123019063,0.482005490108178,0.343624971951854,0.73112834218056,0.999860282006642
"GARS-DT",13.3438685813439,0.25539114246255,0.74363328244128,0.343436944651165,0.731269769940339,0.999860282006642
"DHRS7",105.76478058392,0.164819323417293,0.48016161763792,0.343258014307965,0.731404363758183,0.999860282006642
"HAT1",25.8593784942607,-0.197293753055136,0.57485482427276,-0.343206223075068,0.731443323365105,0.999860282006642
"SCFD2",8.14309602398486,-0.362507663408749,1.05675818219109,-0.343037479640919,0.731570264282915,0.999860282006642
"PCNX3",5.43798617817641,0.339537165266843,0.989933303829348,0.34298994079037,0.731606027743839,0.999860282006642
"AC016773.1",2.09228714783514,-0.553037715468649,1.61279091387923,-0.342907261387301,0.73166822881934,0.999860282006642
"GPCPD1",186.108878944924,0.16014503028574,0.467030644355688,0.342900476063353,0.731673333608514,0.999860282006642
"RBM26",19.1053228129404,-0.246148922858156,0.718016929812635,-0.342817714510419,0.731735598397705,0.999860282006642
"SCNM1",54.8063394132466,-0.15954171672829,0.465551608613576,-0.34269394364979,0.731828719407281,0.999860282006642
"EBLN2",2.68702281602376,-0.465934961276405,1.36036969352949,-0.34250613159981,0.7319700303856,0.999860282006642
"AC027644.3",8.93034373251416,0.317733985257982,0.928509794473359,0.342197774486803,0.73220205994694,0.999860282006642
"ADAM9",81.8292176437151,0.197580682728318,0.577598951504891,0.342072440078945,0.732296377362867,0.999860282006642
"TAX1BP3",47.1189300117073,-0.191089155764356,0.558625922996284,-0.342069975448717,0.73229823210204,0.999860282006642
"CIPC",8.90358142562422,-0.33294530574893,0.97342906268579,-0.342033455247679,0.732325715291349,0.999860282006642
"NPRL3",7.79663788610413,-0.297843395518948,0.871019279600792,-0.341948108950535,0.732389943780179,0.999860282006642
"OSGEP",38.761793324658,-0.220181854286491,0.644057501596947,-0.341866764598733,0.732451162296613,0.999860282006642
"PUS7L",8.10487747724871,-0.298182016474821,0.872298051275444,-0.341835013890986,0.732475057856154,0.999860282006642
"KAT2B",10.8483842280893,-0.28909447534081,0.845822828311561,-0.34179081678122,0.73250832100057,0.999860282006642
"SNX22",2.54820437787761,-0.56565787649344,1.65503087520653,-0.341780860385975,0.732515814343001,0.999860282006642
"LRRC8D",13.5436893878239,0.237172042234547,0.694351645889807,0.34157338524144,0.732671969258843,0.999860282006642
"SNHG30",28.5532352999223,0.224282129057906,0.656803608779244,0.341475177754829,0.732745888390517,0.999860282006642
"PML",25.1786180421282,0.22168433098636,0.649247182345688,0.341448275809883,0.732766137466838,0.999860282006642
"AC124242.1",2.37442117607393,0.524504278561691,1.53661604781582,0.341337238607676,0.732849717064211,0.999860282006642
"KTI12",1.22585143150589,-0.623935699732521,1.8290342229601,-0.34112849934691,0.733006847243195,0.999860282006642
"ICE1",27.8201285694831,0.200333307472786,0.587356207261529,0.341076343445511,0.733046109770228,0.999860282006642
"C7orf25",2.51456268234865,-0.573046435358338,1.68034975898237,-0.341028070075946,0.733082450182118,0.999860282006642
"SPRYD4",5.98601505868743,-0.359201440351946,1.05330031313946,-0.341024716190688,0.733084975024403,0.999860282006642
"NKAP",31.1012303590653,0.185796228700451,0.545253838032831,0.340751803546707,0.733290436387127,0.999860282006642
"ELOVL1",59.718336692572,-0.189941422258016,0.557432937964673,-0.340743090911598,0.733296995979871,0.999860282006642
"KDM2B",20.4243177518478,-0.20880270517979,0.613030275627036,-0.34060749278038,0.73339908798454,0.999860282006642
"AC007038.1",1.61912990197741,-0.558949364961991,1.6415927375322,-0.340492103907732,0.733485968126443,0.999860282006642
"ERMP1",1.61912990197741,-0.558949364961991,1.6415927375322,-0.340492103907732,0.733485968126443,0.999860282006642
"ECI2",18.4377260132841,-0.230193720030727,0.676151514824868,-0.340446948625634,0.733519967978085,0.999860282006642
"EIF3J-DT",7.76148622461152,0.339777710982169,0.998070374235116,0.340434622400812,0.733529249149559,0.999860282006642
"NCEH1",53.092972624019,-0.210293068890635,0.617909616084099,-0.340329820764617,0.733608162309206,0.999860282006642
"ACER2",3.29902617729097,-0.449292555733017,1.32026977357415,-0.340303599102115,0.733627907042715,0.999860282006642
"UQCRB",358.005960015349,-0.136769434794933,0.401930121848445,-0.340281624492191,0.733644453910215,0.999860282006642
"NDST2",21.6862454635839,0.229747617593911,0.675238670182098,0.340246534654114,0.73367087679283,0.999860282006642
"MFSD9",1.21463753299624,-0.631842449864061,1.85772086139189,-0.340117001964792,0.733768418505179,0.999860282006642
"FBXO8",12.5057051378682,0.254885426206332,0.749507302872879,0.340070637376514,0.733803333372226,0.999860282006642
"TLN2",4.63786689832978,0.356096347405405,1.0474865366114,0.339953149715289,0.733891809955408,0.999860282006642
"LRRC42",5.53554060424222,-0.347259915109848,1.02154541039921,-0.339935857549537,0.733904832487133,0.999860282006642
"ZNF253",1.19884052591542,0.64032838501636,1.88463158185693,0.339763161766314,0.734034891900211,0.999860282006642
"ZSWIM1",1.19884052591542,0.64032838501636,1.88463158185693,0.339763161766314,0.734034891900211,0.999860282006642
"DICER1",42.8864247861906,-0.167594973856683,0.493332747827164,-0.339719944793527,0.734067440351643,0.999860282006642
"TFIP11",20.1458828697739,0.221559474004715,0.652447927811151,0.339581849463464,0.734171448737061,0.999860282006642
"GOLGA6L4",2.08035494280461,0.505167868647623,1.48765045681581,0.339574304120399,0.734177131755873,0.999860282006642
"SUMO3",95.5008899683756,-0.146705470404168,0.432143751825825,-0.339483030321118,0.734245878718914,0.999860282006642
"AC008537.4",2.06538352979387,-0.570099522419856,1.67934402421199,-0.339477506812441,0.734250039066018,0.999860282006642
"TP53INP1",7.46597049794023,-0.303379185407021,0.893777389575489,-0.33943484020234,0.734282176131435,0.999860282006642
"PGBD1",3.31009885362412,0.446557368186401,1.31596907111014,0.339337282303824,0.734355659803327,0.999860282006642
"DLST",34.4355134305264,0.190468808544594,0.561622987723226,0.33913997950251,0.734504281901859,0.999860282006642
