"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.34600887308212e-34,0.675758103256994,0.435,0.295,5.65693119566291e-30,"3","MAP3K2"
4.88354830016276e-34,0.690184160737636,0.425,0.288,1.17757000161825e-29,"3","POLR1D"
9.39421205931044e-34,0.561879246256275,0.543,0.405,2.26522635386153e-29,"3","SMDT1"
1.30796192769576e-33,0.83901379440843,0.307,0.186,3.15388859625278e-29,"3","SNHG16"
2.31088374301379e-33,0.535377099628247,0.435,0.29,5.57223396952915e-29,"3","ATP2B1-AS1"
2.43611541943224e-33,0.682522529712216,0.384,0.246,5.87420511087697e-29,"3","FGD4"
2.70911723065042e-33,0.860665098236474,0.261,0.147,6.53249437826735e-29,"3","RTL8C"
2.86441545837951e-33,0.797134932034608,0.329,0.203,6.9069649947905e-29,"3","FES"
3.66128740506226e-33,0.628430529297266,0.382,0.246,8.82846231982663e-29,"3","TBC1D8"
4.76080516262123e-33,0.600649663273037,0.563,0.419,1.14797294886286e-28,"3","HBEGF"
5.41772150565229e-33,0.764198046573721,0.302,0.179,1.30637518665794e-28,"3","USP3"
1.2777161058728e-32,0.714892836741235,0.367,0.237,3.08095684609108e-28,"3","KCTD20"
2.12398248064437e-32,0.584125908603916,0.511,0.373,5.12155895557778e-28,"3","ZNF385A"
1.26246185155227e-31,0.858144209957712,0.251,0.142,3.04417426264798e-27,"3","TMEM205"
1.87644119774299e-31,0.566053075553348,0.443,0.303,4.52466266011768e-27,"3","JOSD1"
2.89691385907714e-31,0.617313546059844,0.438,0.301,6.98532838839272e-27,"3","C4orf48"
3.39854058632944e-31,0.510679736222585,0.569,0.437,8.19490091581618e-27,"3","NOP53"
3.88057063776175e-31,0.661046385043405,0.405,0.275,9.35721997883492e-27,"3","PHPT1"
3.98837846162868e-31,0.748232235542465,0.279,0.163,9.61717698452523e-27,"3","ADSS"
4.06187736865202e-31,0.857674097878407,0.255,0.146,9.79440489903061e-27,"3","C9orf78"
4.41163221653482e-31,0.568422912845954,0.437,0.297,1.06377687637304e-26,"3","TES"
5.22822285583767e-31,0.700009529981724,0.254,0.142,1.26068137722814e-26,"3","EHD1"
1.0151005112715e-30,0.671140533467761,0.405,0.275,2.44771186282898e-26,"3","BRD4"
1.07296570217119e-30,0.704490217557674,0.337,0.213,2.58724219764538e-26,"3","CASP4"
1.94211255477404e-30,0.761117141970298,0.299,0.182,4.68301600332665e-26,"3","RASSF2"
2.18271936791947e-30,0.509363624750824,0.591,0.463,5.26319121186422e-26,"3","EMILIN2"
2.33222779685497e-30,0.778732716951358,0.274,0.161,5.62370088655639e-26,"3","OGDH"
3.1096244067926e-30,0.820051770473105,0.254,0.145,7.49823733209901e-26,"3","BORCS7"
3.38964924247651e-30,0.505364811155668,0.625,0.511,8.1734612183836e-26,"3","COX7B"
4.86833158499338e-30,0.526836301304827,0.531,0.405,1.17390079508945e-25,"3","ENY2"
7.87166457810893e-30,0.790361183211334,0.291,0.177,1.89809447971941e-25,"3","CHP1"
8.3840059076331e-30,0.61623720605434,0.418,0.288,2.02163534450757e-25,"3","PAIP2"
1.04542244543898e-29,0.681136640765947,0.362,0.243,2.520827142687e-25,"3","ALB"
3.03351661328419e-29,0.527018580454104,0.47,0.335,7.31471860961216e-25,"3","BACH1"
3.07712841641245e-29,0.867145255935646,0.264,0.157,7.41987975049535e-25,"3","HK1"
3.97751938984322e-29,0.511198931898373,0.389,0.254,9.59099250472896e-25,"3","VPS37B"
4.02953170035957e-29,0.75971233236823,0.288,0.175,9.71640978907702e-25,"3","SNF8"
4.11951030701586e-29,0.811606554237434,0.268,0.158,9.93337520330734e-25,"3","NFIL3"
4.50749836692903e-29,0.762344484532638,0.283,0.171,1.0868930812176e-24,"3","MCUB"
4.80599239062003e-29,0.634212881891271,0.39,0.262,1.15886894515021e-24,"3","ACOT9"
4.83706401582804e-29,0.68039200787627,0.399,0.277,1.16636124613661e-24,"3","HLA-F"
6.68744142637522e-29,0.76516774645238,0.26,0.152,1.61254275114186e-24,"3","PLAAT4"
7.1750264878894e-29,0.677887462742744,0.384,0.261,1.73011413702477e-24,"3","CMTM7"
8.67486584766013e-29,0.741567534733078,0.307,0.192,2.09177040184629e-24,"3","PNPLA2"
1.0194555755102e-28,0.673634296394377,0.341,0.22,2.45821322922773e-24,"3","NDUFA7"
1.49338028671173e-28,0.744563911808964,0.304,0.191,3.600987885348e-24,"3","ST3GAL1"
2.11478181143599e-28,0.746644126838212,0.298,0.184,5.09937338191561e-24,"3","ACTN4"
2.26128039378511e-28,0.624679739951991,0.37,0.245,5.45262541353404e-24,"3","BEST1"
2.28877350849412e-28,0.74310052874957,0.339,0.223,5.51891956103188e-24,"3","MYD88"
3.1503666150297e-28,0.803612073989262,0.255,0.15,7.59647901882111e-24,"3","SMAP1"
4.49217592934188e-28,0.773541176699144,0.253,0.148,1.08319838184221e-23,"3","HOTAIRM1"
4.66573391980273e-28,0.640884070147586,0.35,0.23,1.12504842008203e-23,"3","HIPK3"
7.5596892060214e-28,0.60705499016164,0.438,0.316,1.82286785824794e-23,"3","JTB"
1.00000905900674e-27,0.591465455979438,0.532,0.416,2.41132184398296e-23,"3","SEC14L1"
1.35983355081868e-27,0.538555724733612,0.531,0.414,3.27896664108909e-23,"3","TOMM6"
1.4742389896739e-27,0.552969660532953,0.587,0.481,3.55483247580068e-23,"3","DRAP1"
1.58235134369819e-27,0.556520243002193,0.486,0.362,3.81552379505943e-23,"3","EVI2B"
1.90154676889485e-27,0.778399508847515,0.278,0.171,4.58519972383615e-23,"3","CRK"
1.90737646438538e-27,0.771179613842673,0.268,0.162,4.59925686857247e-23,"3","ZSWIM7"
2.14542651367053e-27,0.718223573423888,0.31,0.197,5.17326695241376e-23,"3","UBE2J1"
2.14825587209924e-27,0.714032397019806,0.27,0.162,5.18008938439289e-23,"3","LENG8"
3.66593042131181e-27,0.687619882875055,0.299,0.187,8.83965802490916e-23,"3","ARAP1"
8.16321515042178e-27,0.675220379354557,0.354,0.238,1.9683960692212e-22,"3","ZNHIT1"
8.81167013294656e-27,0.759685436738231,0.284,0.177,2.1247580191574e-22,"3","ARHGAP30"
9.18769859458393e-27,0.597393121509745,0.417,0.294,2.21542976211202e-22,"3","NDUFS6"
1.22862987555305e-26,0.528796874423867,0.45,0.323,2.96259521892108e-22,"3","USP15"
1.46641739122779e-26,0.757477237023941,0.28,0.174,3.53597225546758e-22,"3","FAM120A"
1.74595257901213e-26,0.518047933760898,0.516,0.392,4.21001545377196e-22,"3","ATP5MPL"
1.98011911381524e-26,0.669264657201091,0.355,0.239,4.77466121914269e-22,"3","GSPT1"
2.10821713860447e-26,0.568419735166567,0.375,0.253,5.08354398631695e-22,"3","ARID5A"
1.41936410938758e-25,0.647063898499394,0.338,0.225,3.42251267696626e-21,"3","TMBIM1"
3.26774038341917e-25,0.582810285161269,0.327,0.214,7.87950238653864e-21,"3","UTRN"
4.35750797556333e-25,0.680411877017607,0.322,0.212,1.05072589814759e-20,"3","LILRB1"
1.29866445438213e-24,0.610802910431704,0.517,0.414,3.13146959885163e-20,"3","LYN"
1.33506306365976e-24,0.681655468264142,0.303,0.197,3.21923756540277e-20,"3","VPS4B"
1.71341499425941e-24,0.737364900850429,0.266,0.165,4.13155757565771e-20,"3","CARD19"
1.769757210169e-24,0.577904646861797,0.411,0.296,4.2674155608805e-20,"3","PPP4C"
2.05416338855535e-24,0.739923123443323,0.258,0.159,4.95320417882351e-20,"3","RALB"
2.2624346623473e-24,0.730181860589049,0.285,0.182,5.45540870131805e-20,"3","UBA1"
2.31680692645378e-24,0.522378020240987,0.439,0.318,5.586516541758e-20,"3","GAS5"
2.34014251600481e-24,0.584064585099998,0.415,0.303,5.64278564884241e-20,"3","CALCOCO2"
2.46230549489797e-24,0.555083817197355,0.397,0.282,5.93735723984749e-20,"3","WIPF1"
3.56152774752468e-24,0.660386942434741,0.322,0.215,8.58791185760627e-20,"3","SHKBP1"
5.26334257207898e-24,0.700456168555985,0.312,0.207,1.2691497944054e-19,"3","CSK"
9.10507435342355e-24,0.720095182535264,0.251,0.154,2.19550657884102e-19,"3","SP3"
9.17982853228577e-24,0.654372795864336,0.324,0.217,2.21353205399007e-19,"3","COX14"
9.34158197740351e-24,0.659460034544247,0.318,0.213,2.25253566221131e-19,"3","CYSTM1"
2.16026027358033e-23,0.555215157327104,0.412,0.299,5.20903559768425e-19,"3","COPS9"
2.17472997941976e-23,0.701740991119708,0.252,0.155,5.24392639937486e-19,"3","BCL7B"
2.38890708295634e-23,0.568565246610956,0.346,0.236,5.76037164913261e-19,"3","SNHG7"
3.01754702637136e-23,0.678204784824336,0.354,0.248,7.27621114468927e-19,"3","SEPTIN9"
4.0183104102757e-23,0.523338594144618,0.477,0.355,9.6893518922978e-19,"3","THBD"
6.3949562569762e-23,0.739634181760132,0.26,0.165,1.54201580224467e-18,"3","DGUOK"
6.56111835541096e-23,0.517063745440695,0.425,0.311,1.58208246904024e-18,"3","IDS"
7.91356110554784e-23,0.686427935625204,0.269,0.171,1.90819698938075e-18,"3","LSM8"
1.07051869229015e-22,0.538939828567464,0.411,0.298,2.58134172271923e-18,"3","C20orf27"
1.28664371125748e-22,0.525541484437318,0.426,0.312,3.10248398095515e-18,"3","ROMO1"
1.34909152371874e-22,0.606474200172147,0.332,0.225,3.25306439114299e-18,"3","ERCC1"
1.68386096371328e-22,0.622237651906772,0.319,0.215,4.06029394180183e-18,"3","RAB5IF"
1.76354669419899e-22,0.729241561584874,0.275,0.178,4.25244014372202e-18,"3","KRAS"
1.79742244846571e-22,0.687324218350834,0.296,0.197,4.33412474998536e-18,"3","CPPED1"
1.86401420828973e-22,0.508979185933282,0.418,0.305,4.49469746044902e-18,"3","SH3TC1"
2.58696933864109e-22,0.595548384229412,0.324,0.218,6.23795916626525e-18,"3","DNM2"
3.50932058768292e-22,0.510450981348127,0.411,0.297,8.46202473307982e-18,"3","ADAM17"
3.7052991471228e-22,0.644530426434223,0.257,0.161,8.93458783345722e-18,"3","STK24"
6.01818902759334e-22,0.711775182930034,0.279,0.183,1.45116592022358e-17,"3","IL10RB"
7.0886052321203e-22,0.67268975044331,0.264,0.168,1.70927537962117e-17,"3","GAB2"
7.94315115425236e-22,0.686327507861362,0.264,0.169,1.91533203782487e-17,"3","RNASEH2C"
1.68486331926394e-21,0.698009569103281,0.301,0.203,4.06271092174114e-17,"3","FUNDC2"
1.89372695587179e-21,0.55163553949212,0.288,0.187,4.56634380869365e-17,"3","SNAI1"
2.08400522503161e-21,0.66013419948343,0.279,0.182,5.02516179911873e-17,"3","OGFR"
2.43364148486683e-21,0.566198404109957,0.379,0.272,5.86823971245938e-17,"3","RGS19"
2.70379566368936e-21,0.732043861788991,0.321,0.225,6.51966248385417e-17,"3","LRRC25"
4.58134998220815e-21,0.612552099036679,0.314,0.214,1.10470092120985e-16,"3","METTL26"
5.17203733653059e-21,0.52013418462976,0.398,0.289,1.24713336295762e-16,"3","PSMB8"
6.6852713055287e-21,0.694076718718146,0.261,0.169,1.61201946990213e-16,"3","MRPL33"
7.5415967328882e-21,0.507885187000951,0.449,0.342,1.81850522020133e-16,"3","SF3B5"
8.13903198669934e-21,0.692626092673973,0.266,0.173,1.96256478295281e-16,"3","POR"
8.22802903873336e-21,0.599315005179218,0.329,0.228,1.98402464210978e-16,"3","CLTB"
8.61360428186412e-21,0.621507128158892,0.28,0.184,2.07699840048589e-16,"3","RPS10"
3.05929573141827e-20,0.620387240187666,0.283,0.187,7.37687979716888e-16,"3","ITPRID2"
3.57412427115314e-20,0.522155502304109,0.363,0.258,8.61828585503157e-16,"3","PREX1"
4.15804383179135e-20,0.670220848201484,0.28,0.187,1.00262910915985e-15,"3","VAMP2"
8.84439452819466e-20,0.514312525990669,0.403,0.3,2.13264885258358e-15,"3","TMEM256"
9.69212687371185e-20,0.583105148774917,0.281,0.187,2.33706255305814e-15,"3","TMEM160"
1.04708926961346e-19,0.608922748554592,0.284,0.189,2.52484635581894e-15,"3","NR1H2"
1.07323849480938e-19,0.538315289430842,0.38,0.278,2.58789998253385e-15,"3","COX17"
2.5628668374761e-19,0.588291988388358,0.303,0.207,6.17984080520611e-15,"3","STAT6"
3.7234813487047e-19,0.522006598962531,0.362,0.261,8.97843057613164e-15,"3","PLBD1"
4.54753449827398e-19,0.639827784418139,0.265,0.176,1.0965469935688e-14,"3","TBRG1"
5.6085582066366e-19,0.58061273939355,0.294,0.201,1.35239164036628e-14,"3","SLIRP"
6.41009103020419e-19,0.524893343658565,0.359,0.26,1.54566525011314e-14,"3","TMOD3"
6.6853874964505e-19,0.523994609443212,0.34,0.24,1.61204748701911e-14,"3","MRPL52"
8.34556900604318e-19,0.574710356570784,0.328,0.232,2.01236705442719e-14,"3","NCOR2"
8.85061727789374e-19,0.610587783693553,0.273,0.183,2.13414934421852e-14,"3","METTL9"
1.41232624877316e-18,0.596566297538913,0.319,0.226,3.40554228366672e-14,"3","IGBP1"
1.77918762524762e-18,0.637300062419514,0.254,0.168,4.29015512075959e-14,"3","LINC00963"
1.86062306539476e-18,0.509944740423879,0.476,0.381,4.48652039758639e-14,"3","PTPN6"
2.18619377831815e-18,0.649717583538092,0.25,0.165,5.27156905765856e-14,"3","ARHGAP26"
2.48220742334375e-18,0.552956912509925,0.385,0.29,5.98534675990879e-14,"3","SCAND1"
3.96736238963139e-18,0.561374557225701,0.316,0.222,9.56650093011818e-14,"3","PLP2"
4.83328436559848e-18,0.542046741979719,0.313,0.219,1.16544985907676e-13,"3","SIVA1"
5.67742100259498e-18,0.52004520353121,0.265,0.175,1.36899652635573e-13,"3","MOB3A"
6.61363952559426e-18,0.607931393286257,0.254,0.169,1.59474689880654e-13,"3","SNX27"
6.87761453314349e-18,0.5668973210229,0.326,0.234,1.65839919237689e-13,"3","SIGLEC10"
7.85294158069213e-18,0.609088329782086,0.255,0.169,1.89357980335229e-13,"3","RNMT"
1.27086691161291e-17,0.59058707187985,0.306,0.216,3.06444138397221e-13,"3","ELF2"
1.62205492525703e-17,0.537832179743983,0.331,0.237,3.91126104127227e-13,"3","WAC"
1.75298518823146e-17,0.543661238330029,0.255,0.17,4.22697318438253e-13,"3","RRP12"
2.26582083485108e-17,0.514661350724392,0.282,0.192,5.4635737790764e-13,"3","CD300C"
2.51903826318648e-17,0.577189550786564,0.274,0.187,6.07415696402155e-13,"3","CAPN2"
2.6904701525353e-17,0.610203321321954,0.258,0.174,6.48753067880837e-13,"3","KXD1"
2.87665798286363e-17,0.539827668200257,0.401,0.307,6.93648539407906e-13,"3","RHOQ"
3.04173420354311e-17,0.589519432879036,0.284,0.197,7.33453368500351e-13,"3","POLR2J"
3.96589644147041e-17,0.533665768351218,0.311,0.22,9.56296608931761e-13,"3","TIMM13"
4.22909696279773e-17,0.616041304155929,0.265,0.181,1.01976215063942e-12,"3","CYB5R4"
5.52521767308789e-17,0.540640636366,0.392,0.299,1.33229573751168e-12,"3","CYTIP"
6.20823491967813e-17,0.589797693755797,0.263,0.179,1.49699168618199e-12,"3","DCTN3"
1.12519162658456e-16,0.548022445580877,0.264,0.18,2.71317456918336e-12,"3","EHBP1L1"
1.14961295740613e-16,0.507442843423758,0.34,0.248,2.77206172419341e-12,"3","DOCK2"
1.54340679918139e-16,0.509388165810453,0.385,0.293,3.72161681486609e-12,"3","LRPAP1"
2.19716910841762e-16,0.533075609074873,0.291,0.204,5.29803387112741e-12,"3","SLC6A6"
2.32832316685605e-16,0.548457094108517,0.307,0.219,5.61428565223999e-12,"3","ZBTB43"
2.6607611542775e-16,0.531010924065286,0.324,0.235,6.41589337130933e-12,"3","RABAC1"
4.78608566156215e-16,0.599138764993782,0.257,0.176,1.15406883557248e-11,"3","PDCD5"
5.81319089598228e-16,0.50256417574558,0.323,0.234,1.40173472074821e-11,"3","FLII"
1.04782472371931e-15,0.549322891380879,0.269,0.187,2.52661975630437e-11,"3","NIN"
1.5267569596207e-15,0.572918312262249,0.26,0.179,3.6814690567334e-11,"3","DDX6"
7.21896394171721e-15,0.563298471390419,0.256,0.178,1.74070877526627e-10,"3","MCRIP1"
1.57582742126811e-14,0.514231305574798,0.284,0.203,3.79979266090379e-10,"3","TMEM167A"
2.64281575829116e-14,0.501028942676782,0.31,0.229,6.37262163796748e-10,"3","STK10"
3.26753770489942e-14,0.509298718137404,0.315,0.234,7.87901366782397e-10,"3","VMA21"
3.47172075180029e-14,0.515312393056277,0.349,0.269,8.37136024881605e-10,"3","NOL7"
3.66428977317517e-14,0.589689572043204,0.361,0.275,8.8357019300573e-10,"3","TFRC"
4.00028927740655e-14,0.503724280011445,0.291,0.211,9.64589753461041e-10,"3","HACD4"
2.4146409375877e-13,0.51938082583878,0.29,0.213,5.82242369280523e-09,"3","PLIN3"
2.90190575260157e-13,0.517280187574607,0.262,0.187,6.99736534124817e-09,"3","DAP"
4.27550073299553e-13,0.506985588617691,0.29,0.214,1.03095149174721e-08,"3","MRPL54"
7.09911921628611e-13,0.652424587117558,0.361,0.286,1.71181061662307e-08,"3","SDS"
1.23931770500069e-12,0.504647926036148,0.277,0.203,2.98836678206817e-08,"3","VAMP3"
1.98994996403896e-12,0.524648029894286,0.311,0.238,4.79836634828713e-08,"3","CHURC1"
2.2426358954973e-12,0.500415426180343,0.269,0.197,5.40766793481264e-08,"3","IFI27L2"
4.05198508139633e-12,0.554286172910715,0.259,0.191,9.77055162677097e-08,"3","PHF20L1"
1.34458853822389e-10,0.521035103383924,0.396,0.334,3.24220634221926e-06,"3","HES4"
8.8530883049466e-08,0.627904041685486,0.345,0.3,0.00213474518297177,"3","RHOC"
3.5708126781336e-05,0.541821606415087,0.411,0.382,0.861030061078354,"3","SOD1"
0.000349893314947371,0.536224343164141,0.255,0.225,1,"3","SLC16A10"
9.55598974937851e-194,0.866315180580796,0.987,0.497,2.30423580826764e-189,"4","C1QC"
6.00476386784593e-184,0.80365200286915,0.974,0.53,1.44792871145369e-179,"4","C1QB"
5.95402779741833e-176,0.768377969397381,0.992,0.558,1.43569472279148e-171,"4","C1QA"
2.24813961181581e-173,0.707199548153658,1,0.991,5.42093904597146e-169,"4","HLA-DRA"
6.19653936839738e-165,0.710299085572133,1,0.969,1.49417153790166e-160,"4","HLA-DPA1"
1.45023227271564e-161,0.657384703909947,1,0.989,3.49694507919922e-157,"4","HLA-DRB1"
1.08645636922493e-144,0.579399026289533,1,0.999,2.61977224311206e-140,"4","CD74"
7.26932312331561e-139,0.620812136761947,1,0.961,1.75285188472509e-134,"4","HLA-DPB1"
6.54927996415244e-131,0.884324091147627,0.889,0.55,1.57922787775608e-126,"4","CSF1R"
3.29057678967581e-124,1.04184015546705,0.777,0.433,7.93456781294529e-120,"4","MRC1"
1.19867890791304e-123,0.732686298955366,0.994,0.845,2.89037445065071e-119,"4","HLA-DQA1"
6.29768034721112e-122,0.821891419014348,0.931,0.682,1.51855966212302e-117,"4","CTSH"
3.04352366964537e-108,0.771209699228474,0.94,0.679,7.33884862461587e-104,"4","FGL2"
1.58496760293862e-106,0.985005472527553,0.756,0.431,3.8218323809659e-102,"4","CPM"
2.8704142058923e-106,0.571549015832599,0.988,0.847,6.92142977466809e-102,"4","HLA-DMA"
4.68569694794489e-98,0.666325407391627,0.955,0.748,1.12986210505795e-93,"4","MS4A6A"
5.9219241500122e-97,0.533616270293971,0.996,0.882,1.42795357029244e-92,"4","NPC2"
1.57746126912025e-96,0.832658498043756,0.834,0.559,3.80373235822967e-92,"4","CALHM6"
1.72264748191861e-96,1.37000075512493,0.548,0.271,4.15381987315034e-92,"4","CLEC4E"
4.80661373839496e-96,0.875650845052935,0.74,0.42,1.15901877073918e-91,"4","LAIR1"
5.83687640085659e-93,0.568906540699056,0.982,0.854,1.40744600653855e-88,"4","GRN"
8.78571097322881e-90,0.802824560996971,0.838,0.583,2.11849848697466e-85,"4","HCST"
7.00391523863804e-89,0.827154117703326,0.802,0.511,1.68885408149279e-84,"4","TUBB"
6.6392662480265e-87,0.7146792502679,0.894,0.611,1.60092627038663e-82,"4","CD163"
2.75499754598751e-86,0.659730789879361,0.914,0.701,6.64312558263968e-82,"4","RNF130"
8.54238182580688e-81,0.710093376596191,0.843,0.579,2.05982452965681e-76,"4","VSIR"
4.01153794243535e-80,0.650748630324618,0.901,0.671,9.67302144059435e-76,"4","MFSD1"
1.28003155891273e-76,0.984913639161291,0.673,0.415,3.08654009800627e-72,"4","TLR2"
1.6994711843106e-75,0.636988600273783,0.888,0.652,4.09793486672816e-71,"4","HLA-DMB"
2.77035771603374e-73,0.520921151038915,0.564,0.287,6.68016356067216e-69,"4","F13A1"
2.49173347004319e-71,0.882565285849858,0.663,0.405,6.00831691631514e-67,"4","AOAH"
2.74796773447614e-71,0.706822158582044,0.811,0.574,6.62617459814232e-67,"4","GSN"
5.683373126256e-70,0.695236132751926,0.624,0.338,1.37043176193411e-65,"4","CLEC10A"
1.06825762170807e-67,0.91085773276936,0.574,0.321,2.57588960322467e-63,"4","CD72"
1.36998978402286e-67,0.794869196540846,0.715,0.465,3.30345636621431e-63,"4","RAB20"
9.204654916821e-67,1.23823823320853,0.508,0.276,2.21951844009305e-62,"4","SDS"
3.91904527013088e-63,0.664889470236312,0.79,0.562,9.4499938598666e-59,"4","SEC11A"
9.77904496468052e-63,0.539432750619921,0.909,0.74,2.35802111233341e-58,"4","SLC25A5"
9.72198175292712e-62,0.613182316557967,0.834,0.608,2.34426146008332e-57,"4","RGS10"
2.29239829928697e-60,0.770809537367169,0.66,0.419,5.52766001907068e-56,"4","CRTAP"
9.36795773104408e-59,0.742353420044755,0.65,0.402,2.25889564768666e-54,"4","LGALS2"
4.7450886445615e-55,0.625342861702838,0.748,0.52,1.14418322486311e-50,"4","ATP6V1B2"
8.89776406862402e-55,0.630725765227353,0.756,0.531,2.14551784986731e-50,"4","CHCHD10"
1.66492238903327e-54,0.746136300064361,0.606,0.377,4.01462735667592e-50,"4","CORO1B"
9.23074545807134e-54,0.930554532136088,0.527,0.317,2.22580965230474e-49,"4","CCDC107"
3.95914222601776e-53,0.829361934883076,0.525,0.304,9.54667964959663e-49,"4","HLA-DOA"
1.67594125740354e-52,0.502492697392466,0.891,0.729,4.04119715397715e-48,"4","RAB31"
1.89166272665707e-52,0.685973159736616,0.686,0.457,4.5613663327882e-48,"4","ATP6AP2"
1.92810756812214e-52,0.701606688029835,0.716,0.508,4.64924577901291e-48,"4","ADA2"
3.62728395663128e-52,0.951815171231228,0.436,0.233,8.74646980462499e-48,"4","ETHE1"
2.41406195865841e-51,0.542415265372197,0.836,0.605,5.82102760091302e-47,"4","CD302"
2.87109876055137e-51,0.871398921136484,0.5,0.289,6.92308044131753e-47,"4","SLAMF8"
1.00694880147268e-50,0.927984762512177,0.423,0.221,2.42805564499106e-46,"4","C3AR1"
3.39692765741291e-50,0.569442409216563,0.812,0.62,8.19101166031974e-46,"4","GPR183"
5.15896344520865e-50,0.533592468587297,0.864,0.669,1.24398085554316e-45,"4","GRINA"
7.61975598941053e-50,0.74984039395777,0.717,0.51,1.83735176172656e-45,"4","IFNGR1"
2.37316868303064e-48,0.561673455126474,0.956,0.825,5.72242164539178e-44,"4","LYZ"
2.6748190027588e-47,0.775943942179639,0.6,0.389,6.4497910613523e-43,"4","FCGR2B"
1.71045506513502e-45,0.684080970988919,0.554,0.342,4.12442029856008e-41,"4","VSIG4"
1.23353993805067e-44,0.55162564701322,0.758,0.547,2.97443485262158e-40,"4","GSTK1"
1.40428272740731e-43,0.732481313999385,0.569,0.364,3.38614694059725e-39,"4","NUDT16"
2.19102195079584e-43,0.621535826456033,0.677,0.479,5.283211229954e-39,"4","SSR3"
2.30249811283621e-43,0.560124749711486,0.666,0.438,5.55201369948195e-39,"4","RNASE6"
6.11072167808817e-42,0.614151273897905,0.62,0.405,1.4734783182374e-37,"4","JAML"
1.67533491165278e-41,0.744088471415503,0.46,0.269,4.03973507246835e-37,"4","PID1"
2.40815662447337e-41,0.524895775779436,0.697,0.48,5.80678806859263e-37,"4","IL18"
3.79916607415501e-41,0.753427803531609,0.489,0.295,9.16092915460998e-37,"4","DRAM2"
8.51650515413662e-40,0.552908967883019,0.64,0.425,2.05358488781696e-35,"4","PILRA"
9.58733276993336e-39,0.942329478506577,0.425,0.254,2.31179355081403e-34,"4","CD9"
1.03092822186243e-38,0.735231536798494,0.462,0.275,2.48587722137687e-34,"4","PARVB"
1.52029956754394e-38,1.02528296898165,0.316,0.163,3.6658983472187e-34,"4","CAMK1"
1.56525067815561e-37,0.64423849830737,0.554,0.362,3.77428896023663e-33,"4","IGFLR1"
1.84900158243745e-37,0.58984258252426,0.491,0.292,4.45849751573141e-33,"4","TSPAN4"
3.74102405426936e-37,0.701598175067379,0.718,0.538,9.0207313020597e-33,"4","C5AR1"
6.15412797054607e-37,0.650497946980032,0.533,0.341,1.48394487753777e-32,"4","SCAMP2"
1.85379664762287e-36,0.702560995906176,0.502,0.318,4.47005985641302e-32,"4","PRDX3"
1.26265850405396e-35,0.511589523393507,0.751,0.589,3.04464845082533e-31,"4","PABPC4"
4.19494697874833e-35,0.647922674797359,0.567,0.388,1.01152756498558e-30,"4","ALKBH7"
6.12221256167837e-35,0.700646813223081,0.473,0.295,1.4762491149975e-30,"4","PCBD1"
8.00197438413943e-35,0.956314037191075,0.324,0.175,1.92951608324754e-30,"4","SH3PXD2B"
2.09225279574696e-34,0.640774233458442,0.569,0.388,5.04504916638465e-30,"4","IL13RA1"
2.56524121327611e-33,0.573635760748713,0.63,0.465,6.18556613757269e-29,"4","TBCA"
4.05421411293469e-33,0.521296916171198,0.852,0.744,9.77592649051943e-29,"4","SGK1"
1.2515936561893e-32,1.04263936385426,0.304,0.166,3.01796778316927e-28,"4","MMP9"
2.71481778768369e-32,0.532669592488895,0.655,0.471,6.54624013144167e-28,"4","IFNGR2"
3.03779198205058e-32,0.755766782970048,0.403,0.242,7.32502780631856e-28,"4","DBNDD2"
1.51177506592296e-31,0.652589499031586,0.476,0.307,3.64534321646003e-27,"4","DDOST"
8.59722352152224e-31,0.622936711995399,0.5,0.333,2.07304850774466e-26,"4","CIAO2A"
9.78975372794757e-31,0.872178416424658,0.393,0.239,2.36060331642e-26,"4","IL18BP"
2.74130503030104e-30,0.87153291781048,0.366,0.219,6.61010881956489e-26,"4","LPCAT2"
4.95077298234694e-30,0.510038650108263,0.718,0.557,1.19377988923332e-25,"4","RGS1"
1.09465891501805e-29,0.550652687027105,0.768,0.656,2.63955104178302e-25,"4","INSIG1"
5.04079802594709e-29,0.519759747128648,0.61,0.439,1.21548762799662e-24,"4","AKR1A1"
8.07026503209612e-29,0.759528563852887,0.416,0.265,1.94598300718934e-24,"4","AVPI1"
1.15687146326811e-28,0.647558157607451,0.446,0.286,2.7895641593784e-24,"4","LILRB3"
2.02000539012987e-28,0.579220294813921,0.467,0.298,4.87083899722015e-24,"4","C20orf27"
4.11554030964807e-28,0.588445101258658,0.516,0.354,9.9238023486544e-24,"4","UBE2L6"
6.90759475805029e-28,0.545962263272604,0.539,0.37,1.66562832400867e-23,"4","LAMTOR2"
2.13537134903107e-27,0.775017755248166,0.349,0.21,5.14902093391863e-23,"4","CLEC4A"
2.27342271068987e-27,0.590184663118611,0.543,0.382,5.48190418228648e-23,"4","PDIA6"
3.18955090687892e-27,0.66445514888483,0.433,0.281,7.69096410175714e-23,"4","DNPH1"
3.26785937251663e-27,0.639843612209728,0.42,0.266,7.87978930494936e-23,"4","SCPEP1"
6.88183798037769e-27,0.732185597716235,0.377,0.235,1.65941759220847e-22,"4","CMTM3"
9.9968975584271e-27,0.545900421189401,0.55,0.387,2.41055190826353e-22,"4","VAMP5"
1.442359408902e-26,0.556943654097105,0.532,0.37,3.47796124268539e-22,"4","TWF2"
