"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.72994470146413e-60,1.75403562259774,0.438,0.178,8.99401565864047e-56,"8","ATP6V1H"
7.18717490580535e-60,2.73149785844334,0.289,0.087,1.73304348503684e-55,"8","ATF7IP2"
9.14794955050247e-58,2.16054826952385,0.319,0.105,2.20584507511266e-53,"8","MIR222HG"
1.31982575510475e-57,2.04988759989526,0.27,0.078,3.18249584328407e-53,"8","RRAD"
1.37553404819658e-57,1.20918916927942,0.656,0.36,3.31682525041641e-53,"8","BAZ1A"
1.27925922549425e-56,1.6060191929965,0.417,0.166,3.08467777043428e-52,"8","TPRA1"
1.49430240824434e-56,1.38020522405489,0.684,0.412,3.60321139699957e-52,"8","TNFAIP2"
1.48306024331523e-55,1.53419938703927,0.518,0.252,3.57610316470602e-51,"8","NBPF26"
2.47780552986461e-54,0.771791341004848,0.929,0.749,5.97473247416253e-50,"8","CD83"
3.09988181710322e-54,1.65072346651075,0.355,0.127,7.47474502558098e-50,"8","NOCT"
3.10959101541905e-54,1.16337557778333,0.878,0.72,7.49815681547995e-50,"8","LGALS3"
2.22269509547287e-52,1.60877391270521,0.415,0.171,5.35958468371374e-48,"8","LHFPL2"
3.390090735189e-52,1.20186198391749,0.677,0.424,8.17452578976124e-48,"8","ZNF706"
3.83751980605315e-52,1.70097180446471,0.397,0.16,9.25341150833596e-48,"8","SLAMF7"
9.0244147600014e-52,1.39452648250172,0.548,0.279,2.17605713107914e-47,"8","OLR1"
1.83680338931568e-51,1.77643062781251,0.285,0.092,4.4290840126569e-47,"8","PLEKHF2"
2.50033190456794e-51,1.79849280735477,0.332,0.121,6.02905032148467e-47,"8","GCH1"
2.94674880545007e-50,0.820122275284093,0.929,0.846,7.10549539458175e-46,"8","UBB"
3.45070480775849e-50,1.74791896127828,0.404,0.168,8.32068450294806e-46,"8","MMP9"
5.41516319416925e-50,1.07323252281172,0.663,0.391,1.30575830101003e-45,"8","RHEB"
3.56768131637163e-49,2.01489631242457,0.296,0.103,8.60274995816692e-45,"8","RHOF"
8.98327944788033e-49,1.37754198494741,0.521,0.261,2.16613817326738e-44,"8","ITGAV"
6.83464831990194e-48,1.50869422481214,0.402,0.167,1.64803874937795e-43,"8","THUMPD3-AS1"
1.09463143334244e-47,1.47491889005646,0.367,0.145,2.63948477521862e-43,"8","DENND5A"
2.31589843073691e-47,1.46524241271452,0.397,0.167,5.58432588603592e-43,"8","RB1CC1"
3.49933587970191e-47,1.31051849480113,0.761,0.568,8.43794860672521e-43,"8","LCP2"
1.4142808412164e-46,0.737059548672653,0.89,0.72,3.41025539242511e-42,"8","REL"
2.61874197990986e-46,1.31298337672806,0.429,0.189,6.31457253615664e-42,"8","ARHGEF2"
7.63585309033306e-45,0.878871509948483,0.812,0.596,1.84123325567201e-40,"8","ETS2"
7.84356312074356e-45,0.680463724914413,0.959,0.923,1.89131837530489e-40,"8","S100A11"
2.73445309590095e-44,2.19812963576928,0.252,0.083,6.59358675014595e-40,"8","IFIH1"
2.94889384940974e-44,0.860545760622304,0.812,0.549,7.11066773908171e-40,"8","CTSL"
3.88646189472814e-44,0.802033720747286,0.777,0.532,9.37142556675795e-40,"8","DNAJB6"
7.7666428034204e-44,1.22038815609336,0.441,0.201,1.87277057918876e-39,"8","ZNFX1"
1.69490510849576e-43,0.81090443869527,0.86,0.714,4.08692468811582e-39,"8","SDCBP"
1.71176184737106e-43,1.15695791636391,0.654,0.416,4.12757134256584e-39,"8","FNIP2"
5.11573451040971e-43,1.83370883308215,0.278,0.1,1.23355706249509e-38,"8","GRAMD1A"
6.54846841546222e-43,1.80833669124651,0.305,0.117,1.5790321890204e-38,"8","PALM2-AKAP2"
1.19533768138154e-42,1.28092583177444,0.424,0.192,2.88231775111532e-38,"8","DOCK4"
7.39642380924189e-41,1.24784730610984,0.468,0.233,1.7834996731225e-36,"8","CD109"
2.12605660354486e-40,1.0431616029895,0.647,0.412,5.12656028812772e-36,"8","ARFGAP3"
7.13297229982117e-40,0.944051834442496,0.665,0.438,1.71997361065588e-35,"8","BZW1"
2.49858435209378e-39,1.01081405634891,0.672,0.437,6.02483644820372e-35,"8","ATP2B1"
5.79189859633556e-39,1.68776902481907,0.255,0.09,1.39660050853439e-34,"8","DOT1L"
1.40368223870102e-38,1.27026243704783,0.395,0.179,3.38469898217977e-34,"8","SLC43A3"
1.43494979411868e-38,0.771769021540531,0.809,0.602,3.46009443855836e-34,"8","SPAG9"
1.90451039078042e-38,0.961661473791301,0.787,0.564,4.59234590528882e-34,"8","H2AFZ"
4.97720305449569e-38,0.764269898618937,0.738,0.478,1.20015297253055e-33,"8","ABCA1"
1.01462115957362e-37,1.07587967214941,0.629,0.408,2.44655600207986e-33,"8","PIM3"
1.80424610928223e-37,0.838452123584233,0.844,0.684,4.35057864331225e-33,"8","MAP3K8"
4.14197142302666e-37,1.53168297971878,0.321,0.134,9.98753569234419e-33,"8","ACSL5"
2.5331017185851e-36,1.59254040032988,0.294,0.118,6.10806817402425e-32,"8","KLHL21"
2.67921661102887e-36,1.34047395888483,0.344,0.149,6.46039501417393e-32,"8","ANKLE2"
2.93044790765051e-36,1.02273190001479,0.667,0.459,7.06618903971766e-32,"8","RBM47"
5.91833675190411e-36,1.75603617769645,0.285,0.115,1.42708854098664e-31,"8","IWS1"
6.13251295041383e-36,1.28233589737837,0.41,0.202,1.47873284773329e-31,"8","SNN"
6.17313982983712e-36,0.536414068614943,1,0.999,1.48852920716862e-31,"8","FTH1"
8.77281150621636e-36,1.49001791342383,0.289,0.116,2.11538803849395e-31,"8","ZBTB10"
1.47382586089908e-35,1.39516839354274,0.319,0.135,3.55383629838594e-31,"8","GPR132"
4.01989364573128e-35,1.26448906890674,0.452,0.239,9.69316954795183e-31,"8","NOTCH2"
4.67178845417032e-35,0.755786957564947,0.883,0.802,1.12650834995409e-30,"8","LITAF"
6.63761951406705e-35,1.06454978205935,0.516,0.291,1.60052919342699e-30,"8","MIR22HG"
9.24931359607791e-35,0.826163451853256,0.851,0.739,2.23028698742227e-30,"8","ANXA2"
3.00961822321316e-34,0.852043627988718,0.58,0.342,7.2570924216339e-30,"8","ATP13A3"
2.07274652312406e-33,0.875674685945368,0.683,0.479,4.99801369120906e-29,"8","IFNGR2"
3.88397063165998e-33,1.14335872333673,0.367,0.17,9.3654183841217e-29,"8","NFAT5"
1.25244403459485e-32,1.12935690303837,0.445,0.239,3.02001830061857e-28,"8","ATP6V1C1"
1.35729710962832e-32,1.14561352355771,0.447,0.24,3.27285052044676e-28,"8","RNF145"
2.36761061871751e-32,1.46176614227176,0.289,0.121,5.70901948491354e-28,"8","AC025164.1"
1.39099824830552e-31,1.25212780496608,0.449,0.245,3.35411407613909e-27,"8","CDC42EP3"
1.65382642410883e-31,0.906076325803653,0.594,0.379,3.98787165645361e-27,"8","ELOC"
2.14180231664035e-31,1.04307723896973,0.557,0.344,5.16452792611488e-27,"8","BACH1"
5.0526189053105e-31,0.845372069914893,0.865,0.767,1.21833799663752e-26,"8","CSTB"
5.96124758091457e-31,1.22579573842978,0.479,0.278,1.43743562918593e-26,"8","PID1"
1.43262341265361e-30,1.45701261230113,0.271,0.113,3.45448483493165e-26,"8","ELK3"
5.71112973192204e-30,1.17288382516047,0.254,0.1,1.37712471225836e-25,"8","SEMA6B"
6.93127903602062e-30,1.01828195546588,0.443,0.24,1.67133931395565e-25,"8","SMIM3"
1.11914308449055e-29,0.792678964814557,0.635,0.422,2.69858971963205e-25,"8","DNTTIP2"
1.80432645943619e-29,1.39878870922144,0.293,0.13,4.35077239163848e-25,"8","DENND4A"
1.07226750687059e-28,0.854681219860163,0.668,0.466,2.58555863931706e-24,"8","PEA15"
1.24354224772001e-28,0.879913256606269,0.36,0.171,2.99855342192726e-24,"8","FAM107B"
1.60984967939744e-28,1.2952053181102,0.268,0.113,3.88183053193104e-24,"8","SEC22B"
1.76062405447219e-28,1.38389032509143,0.277,0.121,4.24539278254879e-24,"8","GADD45A"
1.98644390689938e-28,1.21442540465664,0.362,0.182,4.78991219270648e-24,"8","CD58"
3.36944690273318e-28,0.585469142030671,0.819,0.642,8.12474731656053e-24,"8","SFPQ"
3.83459597703822e-28,0.676499482032584,0.713,0.509,9.24636127943226e-24,"8","UPP1"
3.91398732955196e-28,0.550352665425083,0.94,0.86,9.43779764774865e-24,"8","SQSTM1"
9.40403191258816e-28,0.856542834821143,0.559,0.352,2.26759421508238e-23,"8","PNRC2"
1.48899069243004e-27,0.799601337590755,0.576,0.362,3.59040325665656e-23,"8","STX4"
2.69910207933227e-27,1.25424879922671,0.307,0.142,6.5083448438939e-23,"8","BANP"
3.52105352876032e-27,1.37756124043631,0.285,0.131,8.49031637389975e-23,"8","SESTD1"
3.80102571565374e-27,1.40462872279181,0.259,0.111,9.16541330815587e-23,"8","PTGER2"
7.00897250742851e-27,1.29451433673942,0.324,0.157,1.69007354071624e-22,"8","ANTXR2"
8.41067645880212e-27,0.841135179121597,0.615,0.416,2.02806641451096e-22,"8","FLNA"
9.93501743427953e-27,1.04706190238288,0.319,0.15,2.39563075392782e-22,"8","ANKRD28"
1.27011827613062e-26,1.53492685414627,0.282,0.131,3.06263619923376e-22,"8","PRDM1"
1.67839767930034e-26,1.51115458787425,0.254,0.11,4.04712032409691e-22,"8","STAT5A"
1.84985943156541e-26,1.26467979166291,0.252,0.107,4.46056604733366e-22,"8","B4GALT5"
1.88746612111485e-26,0.707450408586827,0.809,0.646,4.55124705784423e-22,"8","FCGR2A"
2.03821168140409e-26,1.12132723275236,0.42,0.239,4.91473982736969e-22,"8","ALCAM"
2.13690424125933e-26,0.904269920607165,0.628,0.434,5.15271719694862e-22,"8","AHR"
2.9234655645787e-26,0.820898496416929,0.541,0.33,7.04935251586863e-22,"8","PNPLA8"
3.97215443166382e-26,0.526100452975981,0.86,0.685,9.57805598107097e-22,"8","MAP1LC3B"
4.4886519239831e-26,1.14814338479221,0.42,0.242,1.08234863843004e-21,"8","UFM1"
8.70876840206519e-26,0.950277193438853,0.473,0.279,2.09994532478998e-21,"8","GBP2"
1.27487898148773e-25,1.33985906385366,0.438,0.251,3.07411568806137e-21,"8","THBS1"
3.08122849187272e-25,1.19428402969443,0.282,0.131,7.42976626245269e-21,"8","CHIC2"
3.36402980287782e-25,1.03083188723318,0.598,0.445,8.11168506367928e-21,"8","PSMA6"
7.01157668003445e-25,0.902843054113035,0.371,0.192,1.69070148485671e-20,"8","AC015912.3"
7.18563468258239e-25,1.38921516762206,0.278,0.129,1.73267209101109e-20,"8","ATP2C1"
1.32847619739292e-24,0.661719551289286,0.748,0.565,3.20335465477355e-20,"8","ZEB2"
7.37023665524417e-24,1.36763130074488,0.324,0.17,1.77718516467903e-19,"8","SERTAD2"
8.52474487820237e-24,0.750894602326634,0.661,0.471,2.05557173248094e-19,"8","FABP5"
1.11138231846857e-23,0.795649288723478,0.81,0.66,2.67987618452327e-19,"8","INSIG1"
2.12288501832931e-23,1.20053585827971,0.402,0.241,5.11891264469746e-19,"8","LRRFIP2"
2.64236637721385e-23,1.07103939046211,0.339,0.177,6.37153804537575e-19,"8","FOSL1"
3.02840962470852e-23,0.517546353079538,0.901,0.861,7.30240412805965e-19,"8","NPM1"
4.59217592683627e-23,1.27037167006253,0.285,0.14,1.10731138123803e-18,"8","SERPINB8"
4.65892068431008e-23,0.952167825775757,0.399,0.223,1.12340554460769e-18,"8","ZBTB43"
1.60301752660959e-22,1.08828926503104,0.42,0.255,3.8653561619137e-18,"8","GM2A"
2.89479969776579e-22,0.787781966387385,0.452,0.266,6.98023051122265e-18,"8","SLC7A5"
4.74827733092856e-22,0.592818318633347,0.793,0.663,1.1449521128068e-17,"8","ATP6V1F"
9.96938394097306e-22,1.20986529094151,0.266,0.128,2.40391754968683e-17,"8","BIRC2"
1.1604430044325e-21,1.11200384983601,0.348,0.193,2.79817621658809e-17,"8","NRIP1"
1.77303762755493e-21,0.985467013403266,0.534,0.361,4.27532563132319e-17,"8","NLRP3"
2.27235758757911e-21,0.638403856807496,0.746,0.619,5.47933585092952e-17,"8","TUBB4B"
2.3393664978897e-21,0.698359925848518,0.559,0.375,5.64091443636145e-17,"8","DDX3Y"
6.86932838414608e-21,0.826345595476838,0.559,0.379,1.65640115326914e-16,"8","PHLDA2"
9.70257340362258e-21,0.657011965597913,0.807,0.694,2.33958152481551e-16,"8","EMP3"
1.06600585478792e-20,1.24454653049605,0.268,0.133,2.57045991765012e-16,"8","CLDND1"
1.19419627474016e-20,0.975920812193668,0.362,0.203,2.87956547728095e-16,"8","CYLD"
1.21043310969649e-20,0.560772924299732,0.764,0.612,2.91871735741115e-16,"8","NFE2L2"
2.36540816673549e-20,0.682752938705706,0.596,0.42,5.70370871244928e-16,"8","ATF4"
3.99552840299167e-20,0.725182904855564,0.631,0.47,9.63441763813382e-16,"8","SNX9"
4.06227420061774e-20,0.506191756125363,0.785,0.649,9.79536177994955e-16,"8","ARL6IP1"
4.15607244082279e-20,0.623581393376597,0.734,0.609,1.0021537476556e-15,"8","ATP6V1G1"
7.64175333164843e-20,1.07863385836421,0.307,0.164,1.84265598086039e-15,"8","MAPKAPK2"
8.84872889702185e-20,0.959296599092246,0.387,0.23,2.13369399893888e-15,"8","G3BP1"
1.89349475374041e-19,0.898225114734774,0.356,0.201,4.56578389969426e-15,"8","MAFG"
2.86992851462321e-19,0.630304254645134,0.702,0.552,6.92025862731094e-15,"8","PTPN1"
3.09935147732867e-19,0.972821467401357,0.363,0.214,7.47346621728263e-15,"8","NAA50"
8.60955969960368e-19,0.712898320162787,0.541,0.379,2.07602313036544e-14,"8","SOD1"
1.31286302632389e-18,1.0702592098126,0.358,0.215,3.16570661537478e-14,"8","SQOR"
3.48113342419786e-18,0.872404823059352,0.346,0.197,8.3940570257683e-14,"8","PIK3R5"
4.26542684356439e-18,0.647898884054415,0.624,0.474,1.02852237478868e-13,"8","TUBA1C"
5.58620065173179e-18,0.589959488684242,0.73,0.622,1.34700056315209e-13,"8","SEC61B"
7.10862488811621e-18,1.04986460067576,0.293,0.158,1.71410271927146e-13,"8","BTG3"
7.67100313735461e-18,1.02910691563944,0.309,0.173,1.84970898651032e-13,"8","PSMD11"
8.95521536299149e-18,0.649408542299185,0.47,0.296,2.15937108047814e-13,"8","ITGA5"
1.00656487826409e-17,1.24407351230325,0.275,0.148,2.42712989095819e-13,"8","NBN"
3.37891567533872e-17,0.8716462639855,0.271,0.143,8.14757936794426e-13,"8","DUSP5"
3.80116233470491e-17,1.05896058495595,0.319,0.183,9.16574273767396e-13,"8","AP3B1"
4.95666537048919e-17,0.959509283647811,0.266,0.14,1.19520072078606e-12,"8","PIM1"
5.0964570416096e-17,0.805572493335547,0.383,0.232,1.22890868644332e-12,"8","TP53BP2"
6.2761156448663e-17,0.753277410376298,0.365,0.216,1.51335976544661e-12,"8","TANK"
6.86706917229398e-17,0.750371331740205,0.612,0.46,1.65585638951525e-12,"8","SOCS3"
8.26631835571377e-17,1.02611709953808,0.257,0.134,1.99325734511326e-12,"8","PITPNB"
1.4634611420472e-16,0.776916574611314,0.427,0.276,3.52884385181841e-12,"8","B3GNT5"
4.11966382831543e-16,0.858688367501734,0.346,0.207,9.933745389217e-12,"8","PDLIM5"
5.08944097816949e-16,0.99512006848335,0.33,0.197,1.22721690306601e-11,"8","RP2"
5.45322273635757e-16,0.823935578756638,0.399,0.255,1.3149355984179e-11,"8","NQO2"
6.23872107023561e-16,0.83570702597899,0.371,0.225,1.50434281166591e-11,"8","RELB"
8.71993563448198e-16,0.796309666708507,0.317,0.181,2.10263807954264e-11,"8","MAPK6"
9.15866464118415e-16,0.658014018484168,0.619,0.505,2.20842880492873e-11,"8","RAP1B"
1.5477810031975e-15,0.91454255263632,0.262,0.141,3.73216433301013e-11,"8","TLNRD1"
2.78819774189539e-15,0.608808340870225,0.587,0.434,6.72318121503235e-11,"8","LACTB"
3.17478232503208e-15,0.568651214398243,0.589,0.443,7.65535262034984e-11,"8","UBE2B"
3.3970793026262e-15,0.582582207274645,0.704,0.587,8.19137732242257e-11,"8","LIMS1"
3.43473781606875e-15,1.05969815158222,0.452,0.321,8.28218329588659e-11,"8","RALA"
4.94927572820622e-15,0.790987505033054,0.378,0.24,1.19341885634237e-10,"8","SIRPA"
9.41775364302884e-15,0.905724928550824,0.324,0.193,2.27090293594354e-10,"8","AL118516.1"
1.43342693828331e-14,0.868913415665347,0.443,0.316,3.45642237628255e-10,"8","DNAJC3"
1.52245747625857e-14,0.626022393627385,0.454,0.305,3.67110171250228e-10,"8","ZFYVE16"
1.62807657383198e-14,1.09622383233715,0.309,0.188,3.92578104248106e-10,"8","RDX"
3.180504001244e-14,0.765670231066637,0.348,0.214,7.66914929819966e-10,"8","TAF7"
3.36597425614051e-14,0.905469889352012,0.275,0.157,8.1163737238316e-10,"8","RFTN1"
3.49006079263665e-14,0.581511154419016,0.546,0.39,8.41558358928475e-10,"8","ETV3"
4.94643231739693e-14,0.685721161253294,0.486,0.34,1.19273322469392e-09,"8","ISG20"
5.2214417895908e-14,0.690690955831242,0.394,0.253,1.25904625872403e-09,"8","OSER1"
5.77422155426779e-14,0.98426630959052,0.261,0.148,1.39233804338059e-09,"8","SDSL"
1.01943731427693e-13,0.542907820956511,0.583,0.435,2.45816919591596e-09,"8","MAFF"
1.02550067134145e-13,0.670926306997177,0.324,0.193,2.47278976880564e-09,"8","RAB21"
1.09333989238168e-13,0.960162478031301,0.411,0.284,2.63637048249993e-09,"8","GEM"
1.48523079944812e-13,0.743839207363651,0.326,0.202,3.58133702670925e-09,"8","EBI3"
1.65950835958767e-13,0.850250611716987,0.321,0.198,4.00157250747376e-09,"8","GLS"
1.81152818602065e-13,0.726770925627949,0.433,0.293,4.36813791495158e-09,"8","BCL3"
2.38436260683286e-13,0.591565606346244,0.466,0.323,5.74941355385609e-09,"8","GPBP1"
3.46893575193068e-13,0.916124281816676,0.25,0.141,8.36464477863044e-09,"8","NFKBIB"
7.68135428290835e-13,0.812115482830216,0.332,0.21,1.85220495823769e-08,"8","ZFC3H1"
1.21053953159548e-12,0.83583340080746,0.392,0.27,2.91897397253618e-08,"8","OPN3"
1.21523350159208e-12,0.560017647844101,0.415,0.278,2.93029254238899e-08,"8","RABGEF1"
1.30756542882269e-12,0.565599870342507,0.507,0.37,3.15293251852015e-08,"8","EMD"
1.51486468508392e-12,0.772337179887052,0.434,0.313,3.65279321514287e-08,"8","GPR137B"
1.71275399349877e-12,0.760808691240643,0.291,0.175,4.12996370452358e-08,"8","STK40"
1.96149126338439e-12,0.683746388696556,0.477,0.336,4.72974388339877e-08,"8","HES4"
3.27906041121219e-12,0.626091672363545,0.344,0.219,7.90679836955596e-08,"8","SIPA1L1"
8.21220056037728e-12,0.582148559164783,0.402,0.263,1.98020792112377e-07,"8","CD9"
9.63542733619712e-12,0.741717570712969,0.321,0.206,2.32339059357721e-07,"8","UBE2N"
1.2397523186621e-11,0.860173717625932,0.293,0.184,2.98941476598992e-07,"8","ANO6"
1.6496027757376e-11,0.588930034068346,0.518,0.401,3.97768717313608e-07,"8","BID"
1.75832043431154e-11,0.731801683743823,0.291,0.18,4.23983806325543e-07,"8","UBE2E1"
4.40410034064865e-11,0.744083895681249,0.289,0.179,1.06196071514061e-06,"8","UBL3"
1.2838715445138e-10,0.885102586852801,0.592,0.515,3.09579945528612e-06,"8","DUSP2"
1.60575174204337e-10,1.03889830251377,0.298,0.197,3.87194917558919e-06,"8","WDR33"
1.74169353189235e-10,0.702770852672252,0.324,0.213,4.19974561345202e-06,"8","NFKBIE"
1.82246368976525e-10,0.649120724889413,0.372,0.259,4.39450669513094e-06,"8","BCAT1"
2.11117978323324e-10,0.642435483518218,0.447,0.332,5.09068781131031e-06,"8","GHITM"
3.10533733985203e-10,0.713707890181953,0.273,0.17,7.48789992758519e-06,"8","TICAM1"
3.1081732967445e-10,0.780018661367162,0.278,0.179,7.49473827044e-06,"8","UBE2S"
4.41877527519621e-10,0.64889809241466,0.362,0.249,1.06549928210806e-05,"8","AZIN1"
4.52397893982459e-10,0.979026819027577,0.342,0.246,1.0908670417599e-05,"8","MRPS24"
7.27950184668753e-10,0.678600021176729,0.326,0.22,1.75530628029176e-05,"8","REV3L"
8.57738110109451e-10,0.59212896695942,0.342,0.227,2.06826390490692e-05,"8","HEIH"
8.62678011852745e-10,0.698954060096201,0.372,0.264,2.08017548998052e-05,"8","RIT1"
1.31128061211298e-09,0.581933922891704,0.516,0.409,3.16189093998802e-05,"8","WDR1"
1.54662156769816e-09,0.691748893241923,0.387,0.282,3.72936858619057e-05,"8","RBM17"
3.58830480807523e-09,0.768353956143305,0.261,0.166,8.6524793837118e-05,"8","OGT"
3.62950390498e-09,0.578924234560781,0.307,0.205,8.75182276607828e-05,"8","OTUD1"
4.48606882127971e-09,0.552074943167426,0.289,0.186,0.000108172577487518,"8","LPCAT1"
6.14661153376690e-09,0.60110493288711,0.33,0.226,0.000148213243913721,"8","NUMB"
8.41817037946291e-09,0.545969671934163,0.36,0.25,0.000202987342359989,"8","ZC3H12A"
8.55373063262627e-09,0.643948815696293,0.332,0.231,0.000206256106744517,"8","ABI1"
9.43838791154287e-09,0.634373384074473,0.294,0.197,0.000227587847711033,"8","PSMA3"
1.04777984578498e-08,0.54882222581057,0.683,0.603,0.000252651154214131,"8","BNIP3L"
1.37819819936121e-08,0.600502073469532,0.45,0.35,0.000332324931811969,"8","SMS"
2.68028424236801e-08,0.62984464700049,0.262,0.171,0.000646296939362199,"8","ZFP91"
2.77460574160886e-08,0.667467534274496,0.312,0.219,0.000669040682474145,"8","FNDC3A"
3.3471472451569e-08,0.633157669930207,0.289,0.195,0.000807097615224683,"8","LRRC59"
3.39683048657228e-08,0.537046209189244,0.351,0.248,0.000819077735227175,"8","CD59"
4.66625677582176e-08,0.541506574667437,0.353,0.253,0.0011251744963539,"8","CSGALNACT2"
5.22618071600693e-08,0.622384734007536,0.307,0.212,0.00126018895605075,"8","SLC6A6"
5.74116208082197e-08,0.68736946454142,0.351,0.256,0.0013843664125486,"8","PLA2G7"
9.08580487510452e-08,0.800848958198194,0.551,0.493,0.00219086012953395,"8","GLIPR1"
9.58942226402878e-08,0.573509078402549,0.511,0.408,0.00231229739052526,"8","MT-ND6"
2.67899093217911e-07,0.528787616649934,0.278,0.191,0.00645985083476349,"8","EDEM1"
2.82147588471929e-07,0.531625443375443,0.303,0.212,0.00680342480082363,"8","TBC1D7"
4.62286835124257e-07,0.581980835510094,0.259,0.176,0.0111471224553512,"8","ADSS"
9.11475706073511e-07,0.593871510905037,0.262,0.179,0.0219784137005506,"8","LINC-PINT"
1.01161415694202e-06,0.773321627764473,0.681,0.656,0.024393052166343,"8","SERPINB1"
1.25298669411738e-06,0.897101915464932,0.36,0.286,0.0302132681552525,"8","GLRX"
1.26787317991212e-06,0.924740884578362,0.358,0.278,0.030572225987221,"8","ISG15"
1.34440432202074e-06,0.71518617598108,0.378,0.298,0.0324176214168861,"8","TWISTNB"
1.57262784645302e-06,0.635482722876451,0.264,0.187,0.0379207752615216,"8","RRAGC"
1.87075863799453e-06,0.516838226377832,0.289,0.206,0.0451096030379622,"8","PRXL2C"
2.39312124116843e-06,0.532344812645341,0.463,0.373,0.0577053324882944,"8","IL10RA"
2.77904448279437e-06,0.518061865609886,0.293,0.211,0.0670110996136207,"8","PSMD12"
4.33897975855358e-06,0.580882280789186,0.417,0.344,0.104625818918002,"8","HLA-DQA2"
4.75204250053379e-06,0.871230486190688,0.28,0.21,0.114586000815371,"8","PMP22"
4.82303216162891e-06,0.559139664738495,0.268,0.192,0.116297774513358,"8","RAB13"
6.65612622100461e-06,0.530347449677974,0.342,0.263,0.160499171567084,"8","PDCD6IP"
7.64036003845578e-06,0.508196996763651,0.271,0.196,0.184232001607284,"8","CAPN2"
8.25707166929073e-06,0.543971316225168,0.33,0.251,0.199102769161607,"8","PIK3AP1"
2.1917495155791e-05,0.569982970506346,0.271,0.199,0.528496560691588,"8","AC100810.1"
2.89814968651018e-05,0.539799374821143,0.271,0.203,0.6988308339082,"8","TLR4"
0.000511358419096619,0.541994053989828,0.42,0.372,1,"8","OSBPL8"
0.000958413211545954,0.501393241956028,0.293,0.237,1,"8","ASAP1"
0.00148279947224764,0.566139963794742,0.261,0.211,1,"8","CHMP2B"
0.00558276254664662,0.522024673093167,0.262,0.216,1,"8","MDM2"
0.00905791795640892,0.568052770465597,0.257,0.218,1,"8","CREB5"
0,7.9057442497013,0.895,0.008,0,"9","CLEC9A"
0,5.10476733416422,0.898,0.068,0,"9","WDFY4"
0,3.8755919905713,0.889,0.074,0,"9","IDO1"
0,4.88023919866688,0.955,0.14,0,"9","CPNE3"
0,5.93931808056557,0.805,0.024,0,"9","CADM1"
0,3.97326491850657,0.818,0.105,0,"9","DNASE1L3"
0,3.32198928468563,0.761,0.123,0,"9","FLT3"
0,3.42530435484816,0.684,0.094,0,"9","NET1"
0,4.0513128850217,0.625,0.053,0,"9","RUBCNL"
0,4.68776995835934,0.593,0.029,0,"9","HLA-DOB"
0,3.90433605530849,0.611,0.063,0,"9","CCND1"
0,7.49851357606988,0.55,0.008,0,"9","TACSTD2"
0,4.41519234402658,0.577,0.038,0,"9","EGLN3"
0,6.76217472525201,0.43,0.004,0,"9","CLNK"
0,4.29258304490181,0.389,0.023,0,"9","C1orf21"
0,9.89562003242759,0.364,0.001,0,"9","XCR1"
0,7.40122474153546,0.359,0.002,0,"9","DBN1"
0,4.77501925858242,0.311,0.012,0,"9","TMEM14A"
2.83099615067034e-320,3.58525668917315,0.605,0.075,6.8263810181114e-316,"9","RAB7B"
1.53143021890594e-296,3.08083682050388,0.82,0.168,3.6927376868479e-292,"9","TAP1"
2.90800691902524e-286,3.04975855628812,0.895,0.25,7.01207708384557e-282,"9","C1orf54"
3.28520016243914e-286,3.70839820750424,0.391,0.031,7.92160315168949e-282,"9","ITGB7"
2.46024937223153e-278,2.84052613237973,0.652,0.098,5.93239931126189e-274,"9","ICAM3"
1.90619171828201e-272,4.14847330896353,0.295,0.017,4.59640009029341e-268,"9","TSPAN13"
2.29292259391139e-271,4.33247577202532,0.332,0.023,5.52892425069853e-267,"9","PLPP1"
2.28170693510177e-268,3.76756798402223,0.398,0.035,5.50187993261089e-264,"9","SEMA7A"
1.61623000341398e-260,3.20196881899695,0.527,0.068,3.89721540723212e-256,"9","VAC14"
4.88973336418652e-257,2.91738483348849,0.993,0.712,1.1790614061063e-252,"9","CPVL"
2.53459892209261e-244,3.33437577134931,0.486,0.061,6.11167838084191e-240,"9","CCSER1"
2.27382900643163e-239,3.97804635505194,0.298,0.021,5.4828838832086e-235,"9","PLCD1"
5.90076557741842e-234,2.75811447161873,0.973,0.661,1.4228516036829e-229,"9","SNX3"
1.31441060498948e-231,2.54602427493047,0.73,0.15,3.16943829181112e-227,"9","SLAMF7"
8.59023741364538e-224,2.75422025563643,0.707,0.154,2.07136394755231e-219,"9","TAP2"
1.41394677043574e-217,4.02239054812032,0.289,0.022,3.4094498475517e-213,"9","PNMA1"
1.77266579449541e-213,2.72052190848233,0.655,0.131,4.27442903026678e-209,"9","DAPP1"
6.10116862254894e-213,2.43513337507651,0.891,0.32,1.47117478995523e-208,"9","SHTN1"
1.10868529121446e-210,2.9786343076429,0.598,0.112,2.67337284270543e-206,"9","CAMK2D"
9.84995390002878e-208,2.86335274546914,0.739,0.188,2.37511938391394e-203,"9","G3BP2"
1.93380892626362e-206,2.93993032092512,0.514,0.081,4.66299346389948e-202,"9","KIF16B"
2.90180630073788e-206,2.36874916379342,0.811,0.241,6.99712553296925e-202,"9","CYB5R3"
3.0267946212573e-204,3.65743494825532,0.323,0.031,7.29850987023773e-200,"9","PTK2"
