"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
1696.01286792423,-1.66717084380007,0.416514890390714,-4.00266804924112,6.26321503969192e-05,0.0271982193891969,"KLF4"
42.3464343561056,5.68319011316906,1.42179116752009,3.99720454240952,6.40949150701515e-05,0.0271982193891969,"LINC01115"
237.83668557807,1.18011493865221,0.296210080473808,3.98404718963154,6.77514096665046e-05,0.0279512204546369,"TRBV6-6"
6806.12774797987,-3.58206277124106,0.906851725217188,-3.94999829810453,7.81517488881266e-05,0.0313705344455799,"HLA-DRB5"
28.2607077795084,-2.29615760032145,0.583648700896929,-3.93414325568241,8.34939768822452e-05,0.0323112821147143,"AC097105.1"
122.895019645885,-2.01748568394102,0.513318374323372,-3.93028144881888,8.48464854884096e-05,0.0323112821147143,"LRRC25"
46.917692732065,-1.84352789375069,0.472615748638914,-3.90069078116814,9.59186025052103e-05,0.0350212463102957,"LIF"
193.314406111981,-1.96968158454192,0.505204622372805,-3.89877981577222,9.66786357879157e-05,0.0350212463102957,"FLT3"
105.675615687023,-1.63571806389597,0.423272746266553,-3.86445401534521,0.000111337961865564,0.0393712240387466,"HRH2"
275.540459164107,-1.76072096221546,0.460501379026604,-3.82348683936024,0.00013157761793133,0.0445386286893144,"SIGLEC10"
340.608506331989,-1.67900319076476,0.439691237120627,-3.81859598057929,0.000134213365004745,0.0445386286893144,"SHTN1"
204.896161945725,-1.34366129419449,0.352048615381657,-3.81669245521056,0.000135252584465308,0.0445386286893144,"CAMK1"
43.0954150827545,-2.52186091461461,0.66158936780408,-3.81182201126519,0.000137946197125536,0.0445386286893144,"ALOX15B"
1705.05488433168,-0.725209747665904,0.190971884222474,-3.79746867251447,0.000146181244264645,0.0448270346600737,"PHB2"
2222.50756019601,0.689567925227277,0.18234223224186,3.78172361251249,0.000155746230240808,0.0448270346600737,"CD3G"
659.514622132604,-1.06581270373564,0.281904247469866,-3.78076142272235,0.000156349448248015,0.0448270346600737,"SKAP2"
245.207295956894,-1.50797054054903,0.399655729998568,-3.7731738277703,0.000161183902253103,0.0448270346600737,"FGD2"
54.6105970546079,1.8499157728868,0.490348388515682,3.77265596505094,0.000161518935862397,0.0448270346600737,"LRRC2"
663.865664149047,-0.888274973378228,0.23558806363504,-3.77045831470601,0.000162948019923746,0.0448270346600737,"SNX10"
228.369355153488,-1.63123418155166,0.432646951514474,-3.77035866274233,0.00016301310254755,0.0448270346600737,"RENBP"
520.337778434408,-1.15111360500183,0.30561946191503,-3.76649313426861,0.000165556634569283,0.0448270346600737,"LY86"
39.5418543207162,-2.94810705365001,0.782859364504297,-3.76581949111222,0.000166003696896314,0.0448270346600737,"GAL3ST4"
41.1381494702442,-2.37933941372169,0.634503795818078,-3.74992148101172,0.000176889949466728,0.0451484082648958,"KCNE3"
840.976171650954,1.0386315664102,0.277186147170908,3.747054378478,0.000178923309200936,0.0451484082648958,"TRAC"
229.551702037244,-3.8656899702486,1.03206419113883,-3.74559063616286,0.000179969855298674,0.0451484082648958,"IGHA2"
5411.5035088114,-1.07956223287343,0.288419464541256,-3.74302835139967,0.000181815705604047,0.0451484082648958,"CTSD"
239.794683860046,-2.71447518677433,0.725505793360425,-3.74149346788993,0.000182929933097359,0.0451484082648958,"KLRF1"
106.315416661543,1.83104001672101,0.489834746402065,3.7380770355112,0.000185433133864708,0.0451484082648958,"GNG4"
877.237959996683,0.99867457138673,0.268503898734054,3.7194043590998,0.000199693143395767,0.0477325297398547,"APOBEC3C"
238.668972685629,-1.78131387453827,0.479817528674654,-3.71248186671836,0.000205236769215185,0.0477325297398547,"BCO2"
91.6393529983943,4.6080930699894,1.24142918179424,3.71192584930968,0.000205688250966247,0.0477325297398547,"IGLV7-43"
9555.61673382829,-0.972064246277497,0.262232692770752,-3.70687665220786,0.000209831075881315,0.0479447867536813,"CD83"
